<Acq date>	TB00001K	TB00002K	TB00003K
14-01-2014_01:22:11.472	14.5	16.333333333333332	14.5
14-01-2014_01:22:43.467	14.5	16.333333333333332	14.5
14-01-2014_01:23:15.467	14.5	16.333333333333332	14.5
14-01-2014_01:23:47.467	14.5	16.333333333333332	14.5
14-01-2014_01:24:03.466	14.5	16.333333333333332	14.5
14-01-2014_01:24:19.468	14.5	16.333333333333332	14.5
14-01-2014_01:24:51.466	14.5	16.333333333333332	14.5
14-01-2014_01:25:23.466	14.5	16.333333333333332	14.5
14-01-2014_01:25:55.466	14.5	16.333333333333332	14.5
14-01-2014_01:26:11.466	14.5	16.333333333333332	14.5
14-01-2014_01:26:27.468	14.5	16.333333333333332	14.5
14-01-2014_01:26:59.466	14.5	16.333333333333332	14.5
14-01-2014_01:27:31.466	14.5	16.333333333333332	14.5
14-01-2014_01:28:03.466	14.5	16.333333333333332	14.5
14-01-2014_01:28:19.466	14.5	16.333333333333332	14.5
14-01-2014_01:28:35.467	14.5	16.333333333333332	14.5
14-01-2014_01:29:07.466	14.5	16.333333333333332	14.5
14-01-2014_01:29:39.466	14.5	16.333333333333332	14.5
14-01-2014_01:30:11.466	14.5	16.333333333333332	14.5
14-01-2014_01:30:27.466	14.5	16.333333333333332	14.5
14-01-2014_01:30:43.467	14.5	16.333333333333332	14.5
14-01-2014_01:31:15.466	14.5	16.333333333333332	14.5
14-01-2014_01:31:47.466	14.5	16.333333333333332	14.5
14-01-2014_01:32:19.466	14.5	16.333333333333332	14.5
14-01-2014_01:32:35.466	14.5	16.333333333333332	14.5
14-01-2014_01:32:51.467	14.5	16.333333333333332	14.5
14-01-2014_01:33:23.466	14.5	16.333333333333332	14.5
14-01-2014_01:33:55.466	14.5	16.333333333333332	14.5
14-01-2014_01:34:27.466	14.5	16.333333333333332	14.5
14-01-2014_01:34:43.466	14.5	16.333333333333332	14.5
14-01-2014_01:34:59.467	14.5	16.333333333333332	14.0
14-01-2014_01:35:31.466	14.5	16.333333333333332	14.5
14-01-2014_01:36:03.466	14.5	16.333333333333332	14.0
14-01-2014_01:36:35.466	14.5	16.333333333333332	14.5
14-01-2014_01:36:51.466	14.5	16.333333333333332	14.0
14-01-2014_01:37:07.467	14.5	16.333333333333332	14.0
14-01-2014_01:37:39.465	14.5	16.333333333333332	14.0
14-01-2014_01:38:11.465	14.5	16.333333333333332	14.0
14-01-2014_01:38:43.465	14.5	16.333333333333332	14.0
14-01-2014_01:38:59.465	14.5	16.333333333333332	14.0
14-01-2014_01:39:15.467	14.5	16.333333333333332	14.0
14-01-2014_01:39:47.465	14.5	16.333333333333332	14.0
14-01-2014_01:40:19.466	14.5	16.333333333333332	14.0
14-01-2014_01:40:51.465	14.5	16.333333333333332	14.0
14-01-2014_01:41:07.465	14.5	16.333333333333332	14.0
14-01-2014_01:41:23.467	14.5	16.333333333333332	14.0
14-01-2014_01:41:55.465	14.5	16.333333333333332	14.0
14-01-2014_01:42:27.465	14.5	16.333333333333332	14.0
14-01-2014_01:42:59.465	14.5	16.333333333333332	14.0
14-01-2014_01:43:15.465	14.5	16.333333333333332	14.0
14-01-2014_01:43:31.466	14.5	16.333333333333332	14.0
14-01-2014_01:44:03.465	14.5	16.333333333333332	14.0
14-01-2014_01:44:35.465	14.5	16.333333333333332	14.0
14-01-2014_01:45:07.465	14.5	16.333333333333332	14.0
14-01-2014_01:45:23.465	14.5	16.333333333333332	14.0
14-01-2014_01:45:39.466	14.5	16.333333333333332	14.0
14-01-2014_01:46:11.465	14.5	16.333333333333332	14.0
14-01-2014_01:46:43.465	14.5	16.333333333333332	14.0
14-01-2014_01:47:15.465	14.5	16.333333333333332	14.0
14-01-2014_01:47:31.465	14.5	16.333333333333332	14.0
14-01-2014_01:47:47.466	14.5	16.333333333333332	14.0
14-01-2014_01:48:19.465	14.5	16.333333333333332	14.0
14-01-2014_01:48:51.465	14.5	16.333333333333332	14.0
14-01-2014_01:49:23.465	14.5	16.333333333333332	14.0
14-01-2014_01:49:39.465	14.5	16.333333333333332	14.0
14-01-2014_01:49:55.466	14.5	16.333333333333332	14.0
14-01-2014_01:50:27.465	14.5	16.333333333333332	14.0
14-01-2014_01:50:59.465	14.5	16.333333333333332	14.0
14-01-2014_01:51:31.465	14.5	16.0	14.0
14-01-2014_01:51:47.465	14.5	16.333333333333332	14.0
14-01-2014_01:52:03.466	14.5	16.333333333333332	14.0
14-01-2014_01:52:35.465	14.5	16.333333333333332	14.0
14-01-2014_01:53:07.465	14.5	16.333333333333332	14.0
14-01-2014_01:53:39.465	14.5	16.0	14.0
14-01-2014_01:53:55.465	14.5	16.0	14.0
14-01-2014_01:54:11.466	14.5	16.0	14.0
14-01-2014_01:54:43.465	14.5	16.0	14.0
14-01-2014_01:55:15.465	14.5	16.333333333333332	14.0
14-01-2014_01:55:47.465	14.5	16.0	14.0
14-01-2014_01:56:03.465	14.5	16.0	14.0
14-01-2014_01:56:19.466	14.5	16.0	14.0
14-01-2014_01:56:51.465	14.5	16.0	14.0
14-01-2014_01:57:23.465	14.5	16.0	14.0
14-01-2014_01:57:55.465	14.5	16.0	14.0
14-01-2014_01:58:11.465	14.5	16.0	14.0
14-01-2014_01:58:27.466	14.5	16.0	14.0
14-01-2014_01:58:59.464	14.5	16.0	14.0
14-01-2014_01:59:31.464	14.5	16.0	14.0
14-01-2014_02:00:03.464	14.5	16.0	14.0
14-01-2014_02:00:19.465	14.5	16.0	14.0
14-01-2014_02:00:35.466	14.5	16.0	14.0
14-01-2014_02:01:07.464	14.5	16.0	14.0
14-01-2014_02:01:39.465	14.5	16.0	14.0
14-01-2014_02:02:11.469	14.5	16.0	14.0
14-01-2014_02:02:27.464	14.5	16.0	14.0
14-01-2014_02:02:43.466	14.5	16.0	14.0
14-01-2014_02:03:15.464	14.5	16.0	14.0
14-01-2014_02:03:47.464	14.0	16.0	14.0
14-01-2014_02:04:19.464	14.5	16.0	14.0
14-01-2014_02:04:35.464	14.0	16.0	14.0
14-01-2014_02:04:51.466	14.0	16.0	14.0
14-01-2014_02:05:23.464	14.0	16.0	14.0
14-01-2014_02:05:55.464	14.0	16.0	14.0
14-01-2014_02:06:27.464	14.0	16.0	14.0
14-01-2014_02:06:43.464	14.0	16.0	14.0
14-01-2014_02:06:59.466	14.0	16.0	14.0
14-01-2014_02:07:31.464	14.0	16.0	14.0
14-01-2014_02:08:03.464	14.0	16.0	14.0
14-01-2014_02:08:35.464	14.0	16.0	14.0
14-01-2014_02:08:51.464	14.0	16.0	14.0
14-01-2014_02:09:07.465	14.0	16.0	14.0
14-01-2014_02:09:39.464	14.0	16.0	14.0
14-01-2014_02:10:11.464	14.0	16.0	14.0
14-01-2014_02:10:43.464	14.0	16.0	14.0
14-01-2014_02:10:59.465	14.0	16.0	14.0
14-01-2014_02:11:15.465	14.0	16.0	14.0
14-01-2014_02:11:47.464	14.0	16.0	14.0
14-01-2014_02:12:19.464	14.0	16.0	14.0
14-01-2014_02:12:51.464	14.0	16.0	14.0
14-01-2014_02:13:07.464	14.0	16.0	14.0
14-01-2014_02:13:23.465	14.0	16.0	14.0
14-01-2014_02:13:55.464	14.0	16.0	14.0
14-01-2014_02:14:27.464	14.0	16.0	14.0
14-01-2014_02:14:59.464	14.0	16.0	14.0
14-01-2014_02:15:15.464	14.0	16.0	14.0
14-01-2014_02:15:31.465	14.0	16.0	14.0
14-01-2014_02:16:03.464	14.0	16.0	14.0
14-01-2014_02:16:35.464	14.0	16.0	14.0
14-01-2014_02:17:07.464	14.0	16.0	13.666666666666666
14-01-2014_02:17:23.464	14.0	16.0	13.666666666666666
14-01-2014_02:17:39.465	14.0	16.0	14.0
14-01-2014_02:18:11.464	14.0	16.0	14.0
14-01-2014_02:18:43.464	14.0	16.0	14.0
14-01-2014_02:19:15.464	14.0	16.0	13.666666666666666
14-01-2014_02:19:31.464	14.0	16.0	13.666666666666666
14-01-2014_02:19:47.465	14.0	16.0	14.0
14-01-2014_02:20:19.465	14.0	16.0	13.666666666666666
14-01-2014_02:20:51.464	14.0	16.0	13.666666666666666
14-01-2014_02:21:23.464	14.0	16.0	13.666666666666666
14-01-2014_02:21:39.464	14.0	16.0	13.666666666666666
14-01-2014_02:21:55.465	14.0	16.0	13.666666666666666
14-01-2014_02:22:27.464	14.0	16.0	13.666666666666666
14-01-2014_02:22:59.464	14.0	16.0	13.666666666666666
14-01-2014_02:23:31.464	14.0	16.0	13.666666666666666
14-01-2014_02:23:47.464	14.0	16.0	13.666666666666666
14-01-2014_02:24:03.465	14.0	16.0	13.666666666666666
14-01-2014_02:24:35.464	14.0	16.0	13.666666666666666
14-01-2014_02:25:07.464	14.0	16.0	13.666666666666666
14-01-2014_02:25:39.464	14.0	16.0	13.666666666666666
14-01-2014_02:25:55.464	14.0	16.0	13.666666666666666
14-01-2014_02:26:11.465	14.0	16.0	13.666666666666666
14-01-2014_02:27:15.464	14.0	16.0	13.666666666666666
14-01-2014_02:27:47.464	14.0	16.0	13.666666666666666
14-01-2014_02:28:03.464	14.0	16.0	13.666666666666666
14-01-2014_02:28:19.465	14.0	16.0	13.666666666666666
14-01-2014_02:28:51.464	14.0	16.0	13.666666666666666
14-01-2014_02:29:23.464	14.0	16.0	13.666666666666666
14-01-2014_02:29:55.464	14.0	16.0	13.666666666666666
14-01-2014_02:30:11.464	14.0	16.0	13.666666666666666
14-01-2014_02:30:27.465	14.0	16.0	13.666666666666666
14-01-2014_02:30:59.464	14.0	16.0	13.666666666666666
14-01-2014_02:31:31.464	14.0	16.0	13.666666666666666
14-01-2014_02:32:03.464	14.0	16.0	13.666666666666666
14-01-2014_02:32:19.464	14.0	16.0	13.666666666666666
14-01-2014_02:32:35.465	14.0	16.0	13.666666666666666
14-01-2014_02:33:07.464	14.0	16.0	13.666666666666666
14-01-2014_02:33:39.464	14.0	16.0	13.666666666666666
14-01-2014_02:34:11.464	14.0	16.0	13.666666666666666
14-01-2014_02:34:27.464	14.0	16.0	13.666666666666666
14-01-2014_02:34:43.465	14.0	16.0	13.666666666666666
14-01-2014_02:35:15.464	14.0	16.0	13.666666666666666
14-01-2014_02:35:47.464	14.0	16.0	13.666666666666666
14-01-2014_02:36:19.464	14.0	16.0	13.666666666666666
14-01-2014_02:36:35.464	14.0	16.0	13.666666666666666
14-01-2014_02:36:51.465	14.0	16.0	13.666666666666666
14-01-2014_02:37:23.463	14.0	16.0	13.666666666666666
14-01-2014_02:37:55.464	14.0	16.0	13.666666666666666
14-01-2014_02:38:27.463	14.0	16.0	13.666666666666666
14-01-2014_02:38:43.464	14.0	16.0	13.666666666666666
14-01-2014_02:38:59.465	14.0	16.0	13.666666666666666
14-01-2014_02:39:31.463	14.0	16.0	13.666666666666666
14-01-2014_02:40:03.463	14.0	16.0	13.666666666666666
14-01-2014_02:40:35.463	14.0	16.0	13.666666666666666
14-01-2014_02:40:51.464	14.0	16.0	13.666666666666666
14-01-2014_02:41:07.465	14.0	16.0	13.666666666666666
14-01-2014_02:41:39.463	14.0	15.5	13.666666666666666
14-01-2014_02:42:11.468	13.666666666666666	16.0	13.666666666666666
14-01-2014_02:42:43.463	14.0	15.5	13.666666666666666
14-01-2014_02:42:59.463	14.0	15.5	13.666666666666666
14-01-2014_02:43:15.465	14.0	15.5	13.666666666666666
14-01-2014_02:43:47.463	14.0	15.5	13.666666666666666
14-01-2014_02:44:19.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:44:51.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:45:07.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:45:23.465	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:45:55.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:46:27.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:46:59.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:47:15.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:47:31.464	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:48:03.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:48:35.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:49:07.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:49:23.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:49:39.464	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:50:11.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:50:43.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:51:15.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:51:31.464	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:51:47.464	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:52:19.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:52:51.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:53:23.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:53:39.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:53:55.465	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:54:27.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:54:59.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_02:55:31.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_02:55:47.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_02:56:03.464	13.666666666666666	15.5	13.333333333333334
14-01-2014_02:56:35.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_02:57:07.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_02:57:39.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_02:57:55.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_02:58:11.464	13.666666666666666	15.5	13.333333333333334
14-01-2014_02:58:43.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_02:59:15.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_02:59:47.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:00:03.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:00:19.465	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:00:51.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:01:23.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:01:55.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:02:11.467	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:02:27.464	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:02:59.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:03:31.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:04:03.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:04:19.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:04:35.464	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:05:07.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:05:39.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:06:11.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:06:27.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:06:43.464	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:07:15.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:07:47.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:08:19.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:08:35.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:08:51.464	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:09:23.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:09:55.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:10:27.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:10:43.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:10:59.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:11:31.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:12:03.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:12:35.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:12:51.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:13:07.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:13:39.462	13.666666666666666	15.0	13.333333333333334
14-01-2014_03:14:11.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:14:43.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:14:59.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:15:15.463	13.666666666666666	15.0	13.333333333333334
14-01-2014_03:15:47.462	13.666666666666666	15.0	13.333333333333334
14-01-2014_03:16:19.462	13.666666666666666	15.0	13.333333333333334
14-01-2014_03:16:51.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:17:07.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:17:23.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:17:55.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:18:27.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:18:59.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:19:15.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:19:31.463	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:20:03.462	13.666666666666666	15.5	13.333333333333334
14-01-2014_03:20:35.462	13.666666666666666	15.5	13.666666666666666
14-01-2014_03:21:07.461	13.666666666666666	15.5	13.666666666666666
14-01-2014_03:21:23.461	13.666666666666666	15.5	13.666666666666666
14-01-2014_03:21:39.463	13.666666666666666	15.5	13.666666666666666
14-01-2014_03:22:11.465	13.666666666666666	15.5	13.666666666666666
14-01-2014_03:22:43.461	14.0	15.5	13.666666666666666
14-01-2014_03:23:15.461	14.0	15.5	13.666666666666666
14-01-2014_03:23:31.461	14.0	15.5	13.666666666666666
14-01-2014_03:23:47.463	14.0	15.5	13.666666666666666
14-01-2014_03:24:19.461	14.0	15.5	13.666666666666666
14-01-2014_03:24:51.461	14.0	15.5	13.666666666666666
14-01-2014_03:25:23.461	14.0	15.5	13.666666666666666
14-01-2014_03:25:39.461	14.0	15.5	13.666666666666666
14-01-2014_03:25:55.462	14.0	15.5	13.666666666666666
14-01-2014_03:26:27.461	14.0	16.0	13.666666666666666
14-01-2014_03:26:59.461	14.0	16.0	14.0
14-01-2014_03:27:31.461	14.0	16.0	14.0
14-01-2014_03:27:47.461	14.0	16.0	14.0
14-01-2014_03:28:03.462	14.0	16.0	14.0
14-01-2014_03:28:35.461	14.5	16.0	14.0
14-01-2014_03:29:07.461	14.5	16.0	14.0
14-01-2014_03:29:39.461	14.5	16.0	14.0
14-01-2014_03:29:55.461	14.5	16.0	14.0
14-01-2014_03:30:11.462	14.5	16.0	14.0
14-01-2014_03:30:43.461	14.5	16.0	14.5
14-01-2014_03:31:15.461	14.5	16.333333333333332	14.5
14-01-2014_03:31:47.461	14.5	16.333333333333332	14.5
14-01-2014_03:32:03.461	15.0	16.333333333333332	14.5
14-01-2014_03:32:19.462	15.0	16.333333333333332	14.5
14-01-2014_03:32:51.460	15.0	16.333333333333332	14.5
14-01-2014_03:33:23.460	15.0	16.333333333333332	14.5
14-01-2014_03:33:55.460	15.0	16.333333333333332	14.5
14-01-2014_03:34:11.460	15.0	16.333333333333332	15.0
14-01-2014_03:34:27.462	15.0	16.333333333333332	15.0
14-01-2014_03:34:59.460	15.0	16.333333333333332	15.0
14-01-2014_03:35:31.460	15.0	16.333333333333332	15.0
14-01-2014_03:36:03.460	15.0	16.666666666666668	15.0
14-01-2014_03:36:19.460	15.5	16.666666666666668	15.0
14-01-2014_03:36:35.461	15.5	16.666666666666668	15.0
14-01-2014_03:37:07.460	15.5	16.666666666666668	15.0
14-01-2014_03:37:39.460	15.5	16.666666666666668	15.0
14-01-2014_03:38:11.460	15.5	16.666666666666668	15.0
14-01-2014_03:38:27.460	15.5	16.666666666666668	15.5
14-01-2014_03:38:43.461	15.5	16.666666666666668	15.5
14-01-2014_03:39:15.460	15.5	16.666666666666668	15.5
14-01-2014_03:39:47.460	16.0	16.666666666666668	15.5
14-01-2014_03:40:19.461	16.0	16.666666666666668	15.5
14-01-2014_03:40:35.460	16.0	16.666666666666668	15.5
14-01-2014_03:40:51.461	16.0	16.666666666666668	15.5
14-01-2014_03:41:23.459	16.0	16.666666666666668	15.5
14-01-2014_03:41:55.459	16.0	17.0	15.5
14-01-2014_03:42:27.460	16.0	16.666666666666668	15.5
14-01-2014_03:42:43.459	16.0	16.666666666666668	15.5
14-01-2014_03:42:59.461	16.0	17.0	15.5
14-01-2014_03:43:31.459	16.0	17.0	15.5
14-01-2014_03:44:03.459	16.0	16.666666666666668	15.5
14-01-2014_03:44:35.459	16.0	16.666666666666668	15.5
14-01-2014_03:44:51.459	16.0	16.666666666666668	15.5
14-01-2014_03:45:07.460	16.0	16.666666666666668	15.5
14-01-2014_03:45:39.459	16.0	16.666666666666668	15.5
14-01-2014_03:46:11.459	16.0	16.666666666666668	15.5
14-01-2014_03:46:43.459	16.0	16.666666666666668	15.5
14-01-2014_03:46:59.459	16.0	16.666666666666668	15.5
14-01-2014_03:47:15.460	16.0	16.666666666666668	15.5
14-01-2014_03:47:47.459	16.0	16.666666666666668	15.5
14-01-2014_03:48:19.459	15.5	16.666666666666668	15.5
14-01-2014_03:48:51.458	16.0	16.666666666666668	15.5
14-01-2014_03:49:07.458	16.0	16.666666666666668	15.5
14-01-2014_03:49:23.460	16.0	16.666666666666668	15.5
14-01-2014_03:49:55.458	16.0	16.666666666666668	15.5
14-01-2014_03:50:27.458	16.0	16.666666666666668	15.5
14-01-2014_03:50:59.458	16.0	16.666666666666668	15.5
14-01-2014_03:51:15.458	15.5	16.666666666666668	15.5
14-01-2014_03:51:31.459	16.0	16.666666666666668	15.5
14-01-2014_03:52:03.458	15.5	16.666666666666668	15.5
14-01-2014_03:52:35.458	15.5	16.666666666666668	15.5
14-01-2014_03:53:07.458	15.5	16.666666666666668	15.5
14-01-2014_03:53:23.458	15.5	16.666666666666668	15.5
14-01-2014_03:54:11.458	15.5	16.666666666666668	15.5
14-01-2014_03:54:43.458	15.5	16.666666666666668	15.5
14-01-2014_03:55:15.458	15.5	16.666666666666668	15.5
14-01-2014_03:55:31.458	15.5	16.666666666666668	15.5
14-01-2014_03:55:47.459	15.5	16.666666666666668	15.5
14-01-2014_03:56:19.458	15.5	16.666666666666668	15.5
14-01-2014_03:56:51.457	15.5	16.666666666666668	15.5
14-01-2014_03:57:23.457	15.5	16.666666666666668	15.5
14-01-2014_03:57:39.457	15.5	16.666666666666668	15.5
14-01-2014_03:59:47.457	15.5	16.666666666666668	15.5
14-01-2014_04:01:55.456	15.5	16.666666666666668	15.5
14-01-2014_04:04:03.456	15.5	16.333333333333332	15.0
14-01-2014_04:06:11.456	15.5	16.333333333333332	15.0
14-01-2014_04:08:19.456	15.5	16.333333333333332	15.0
14-01-2014_04:10:27.455	15.5	16.333333333333332	15.0
14-01-2014_04:12:35.455	15.5	16.333333333333332	15.0
14-01-2014_04:14:43.455	15.5	16.333333333333332	15.0
14-01-2014_04:16:51.454	15.5	16.333333333333332	15.0
14-01-2014_04:18:59.454	15.5	16.333333333333332	15.0
14-01-2014_04:21:07.454	15.5	16.333333333333332	15.0
14-01-2014_04:23:15.453	15.5	16.333333333333332	15.0
14-01-2014_04:25:23.453	15.5	16.333333333333332	15.0
14-01-2014_04:27:31.453	15.5	16.333333333333332	15.0
14-01-2014_04:29:39.452	15.5	16.333333333333332	15.0
14-01-2014_04:31:47.452	15.5	16.333333333333332	15.0
14-01-2014_04:33:55.452	15.5	16.333333333333332	15.0
14-01-2014_04:36:03.451	15.0	16.333333333333332	15.0
14-01-2014_04:38:11.451	15.0	16.333333333333332	15.0
14-01-2014_04:40:19.452	15.5	16.333333333333332	15.0
14-01-2014_04:42:27.450	15.0	16.333333333333332	15.0
14-01-2014_04:44:35.450	15.0	16.333333333333332	15.0
14-01-2014_04:46:43.450	15.0	16.333333333333332	15.0
14-01-2014_04:48:51.449	15.0	16.333333333333332	15.0
14-01-2014_04:50:59.449	15.0	16.333333333333332	15.0
14-01-2014_04:53:07.449	15.0	16.333333333333332	15.0
14-01-2014_04:55:15.449	15.0	16.333333333333332	15.0
14-01-2014_04:57:23.448	15.0	16.333333333333332	15.0
14-01-2014_04:59:31.448	15.0	16.333333333333332	15.0
14-01-2014_05:01:39.448	15.0	16.333333333333332	15.0
14-01-2014_05:03:47.447	15.0	16.333333333333332	15.0
14-01-2014_05:05:55.447	15.0	16.333333333333332	15.0
14-01-2014_05:08:03.447	15.0	16.333333333333332	15.0
14-01-2014_05:10:11.447	15.0	16.333333333333332	15.0
14-01-2014_05:12:19.446	15.0	16.333333333333332	15.0
14-01-2014_05:14:27.446	15.0	16.333333333333332	15.0
14-01-2014_05:16:35.446	15.0	16.333333333333332	15.0
14-01-2014_05:18:43.445	15.0	16.333333333333332	15.0
14-01-2014_05:20:51.445	15.0	16.333333333333332	15.0
14-01-2014_05:22:11.449	15.0	16.333333333333332	15.0
14-01-2014_05:22:43.445	15.0	16.333333333333332	15.0
14-01-2014_05:22:59.445	15.0	16.333333333333332	15.0
14-01-2014_05:23:15.446	15.0	16.333333333333332	15.0
14-01-2014_05:23:47.445	15.0	16.333333333333332	15.0
14-01-2014_05:24:19.445	15.0	16.333333333333332	15.0
14-01-2014_05:24:51.445	15.0	16.333333333333332	15.0
14-01-2014_05:25:07.445	15.0	16.333333333333332	15.0
14-01-2014_05:25:23.446	15.0	16.333333333333332	15.0
14-01-2014_05:25:55.444	15.0	16.333333333333332	15.0
14-01-2014_05:26:27.444	15.0	16.333333333333332	15.0
14-01-2014_05:26:59.445	15.0	16.333333333333332	15.0
14-01-2014_05:27:15.444	15.0	16.333333333333332	15.0
14-01-2014_05:27:31.445	15.0	16.333333333333332	15.0
14-01-2014_05:28:03.444	15.0	16.333333333333332	15.0
14-01-2014_05:28:35.444	15.0	16.333333333333332	15.0
14-01-2014_05:29:07.444	15.0	16.333333333333332	15.0
14-01-2014_05:29:23.444	15.0	16.333333333333332	15.0
14-01-2014_05:29:39.445	15.0	16.333333333333332	15.0
14-01-2014_05:30:11.444	15.0	16.333333333333332	15.0
14-01-2014_05:30:43.444	15.0	16.333333333333332	15.0
14-01-2014_05:31:15.444	15.0	16.333333333333332	15.0
14-01-2014_05:31:31.444	15.0	16.333333333333332	15.0
14-01-2014_05:31:47.445	15.0	16.333333333333332	15.0
14-01-2014_05:32:19.443	15.0	16.333333333333332	15.0
14-01-2014_05:32:51.443	15.0	16.333333333333332	15.0
14-01-2014_05:33:23.443	15.0	16.333333333333332	15.0
14-01-2014_05:33:39.443	15.0	16.333333333333332	15.0
14-01-2014_05:33:55.445	15.0	16.333333333333332	15.0
14-01-2014_05:34:27.443	15.0	16.333333333333332	15.0
14-01-2014_05:34:59.443	15.0	16.333333333333332	15.0
14-01-2014_05:35:31.443	15.0	16.333333333333332	15.0
14-01-2014_05:35:47.443	15.0	16.333333333333332	15.0
14-01-2014_05:36:03.444	15.0	16.333333333333332	15.0
14-01-2014_05:36:35.443	15.0	16.333333333333332	15.0
14-01-2014_05:37:07.443	15.0	16.333333333333332	15.0
14-01-2014_05:37:39.443	15.0	16.333333333333332	15.0
14-01-2014_05:37:55.443	15.0	16.333333333333332	15.0
14-01-2014_05:38:11.444	15.0	16.333333333333332	15.0
14-01-2014_05:38:43.443	15.0	16.333333333333332	15.0
14-01-2014_05:39:15.443	15.0	16.333333333333332	15.0
14-01-2014_05:39:47.443	15.0	16.333333333333332	15.0
14-01-2014_05:40:03.443	15.0	16.333333333333332	15.0
14-01-2014_05:40:19.445	15.0	16.333333333333332	15.0
14-01-2014_05:40:51.443	15.0	16.333333333333332	15.0
14-01-2014_05:41:23.442	15.0	16.333333333333332	15.0
