<Acq date>	TB00001K	TB00002K	TB00003K
16-01-2014_18:29:55.090	15.5	16.666666666666668	15.5
16-01-2014_18:30:11.090	15.5	16.666666666666668	15.5
16-01-2014_18:30:27.091	15.5	16.666666666666668	15.5
16-01-2014_18:30:59.090	15.5	16.666666666666668	15.5
16-01-2014_18:31:31.090	15.5	16.666666666666668	15.5
16-01-2014_18:32:03.090	15.5	16.666666666666668	15.5
16-01-2014_18:32:19.090	15.5	16.666666666666668	15.5
16-01-2014_18:32:35.091	15.5	16.666666666666668	15.5
16-01-2014_18:33:07.090	15.5	16.666666666666668	15.5
16-01-2014_18:33:39.089	15.5	16.666666666666668	15.5
16-01-2014_18:34:11.089	15.5	16.666666666666668	15.5
16-01-2014_18:34:27.089	15.5	16.666666666666668	15.5
16-01-2014_18:34:43.091	15.5	16.666666666666668	15.5
16-01-2014_18:35:15.089	15.5	16.666666666666668	15.5
16-01-2014_18:35:47.089	15.5	16.666666666666668	15.5
16-01-2014_18:36:19.089	15.5	16.666666666666668	15.0
16-01-2014_18:36:35.089	15.5	16.333333333333332	15.0
16-01-2014_18:36:51.090	15.5	16.666666666666668	15.5
16-01-2014_18:37:23.089	15.5	16.333333333333332	15.0
16-01-2014_18:37:55.089	15.5	16.333333333333332	15.5
16-01-2014_18:38:27.089	15.5	16.333333333333332	15.0
16-01-2014_18:38:43.089	15.5	16.333333333333332	15.0
16-01-2014_18:38:59.090	15.5	16.333333333333332	15.0
16-01-2014_18:39:31.089	15.5	16.333333333333332	15.0
16-01-2014_18:40:03.088	15.5	16.333333333333332	15.0
16-01-2014_18:40:35.088	15.5	16.333333333333332	15.0
16-01-2014_18:40:51.088	15.5	16.333333333333332	15.0
16-01-2014_18:41:07.089	15.5	16.333333333333332	15.0
16-01-2014_18:41:39.088	15.5	16.333333333333332	15.0
16-01-2014_18:42:11.092	15.5	16.333333333333332	15.0
16-01-2014_18:42:43.088	15.5	16.333333333333332	15.0
16-01-2014_18:42:59.088	15.5	16.333333333333332	15.0
16-01-2014_18:43:15.089	15.5	16.333333333333332	15.0
16-01-2014_18:43:47.088	15.5	16.333333333333332	15.0
16-01-2014_18:44:19.088	15.5	16.333333333333332	15.0
16-01-2014_18:44:51.088	15.5	16.333333333333332	15.0
16-01-2014_18:45:07.088	15.5	16.333333333333332	15.0
16-01-2014_18:45:23.089	15.5	16.333333333333332	15.0
16-01-2014_18:45:55.087	15.5	16.333333333333332	15.0
16-01-2014_18:46:27.087	15.5	16.333333333333332	15.0
16-01-2014_18:46:59.087	15.5	16.333333333333332	15.0
16-01-2014_18:47:15.087	15.5	16.333333333333332	15.0
16-01-2014_18:47:31.088	15.5	16.333333333333332	15.0
16-01-2014_18:48:03.087	15.5	16.333333333333332	15.0
16-01-2014_18:48:35.087	15.5	16.333333333333332	15.0
16-01-2014_18:49:07.087	15.5	16.333333333333332	15.0
16-01-2014_18:49:23.087	15.5	16.333333333333332	15.0
16-01-2014_18:49:39.088	15.5	16.333333333333332	15.0
16-01-2014_18:50:11.087	15.5	16.333333333333332	15.0
16-01-2014_18:50:43.087	15.5	16.333333333333332	15.0
16-01-2014_18:51:15.086	15.5	16.333333333333332	15.0
16-01-2014_18:51:31.086	15.5	16.333333333333332	15.0
16-01-2014_18:51:47.088	15.5	16.333333333333332	15.0
16-01-2014_18:52:19.086	15.5	16.333333333333332	15.0
16-01-2014_18:52:51.086	15.5	16.333333333333332	15.0
16-01-2014_18:53:23.086	15.5	16.333333333333332	15.0
16-01-2014_18:53:39.086	15.5	16.333333333333332	15.0
16-01-2014_18:53:55.087	15.5	16.333333333333332	15.0
16-01-2014_18:54:27.086	15.5	16.333333333333332	15.0
16-01-2014_18:54:59.086	15.5	16.333333333333332	15.0
16-01-2014_18:55:31.086	15.5	16.333333333333332	15.0
16-01-2014_18:55:47.086	15.5	16.333333333333332	15.0
16-01-2014_18:56:03.087	15.5	16.333333333333332	15.0
16-01-2014_18:56:35.086	15.5	16.333333333333332	15.0
16-01-2014_18:57:07.086	15.5	16.333333333333332	15.0
16-01-2014_18:57:39.086	15.5	16.333333333333332	15.0
16-01-2014_18:57:55.085	15.5	16.333333333333332	15.0
16-01-2014_18:58:11.087	15.5	16.333333333333332	15.0
16-01-2014_18:58:43.085	15.5	16.333333333333332	15.0
16-01-2014_18:59:15.085	15.5	16.333333333333332	15.0
16-01-2014_18:59:47.085	15.5	16.333333333333332	15.0
16-01-2014_19:00:03.085	15.5	16.333333333333332	15.0
16-01-2014_19:00:19.087	15.5	16.333333333333332	15.0
16-01-2014_19:00:51.085	15.5	16.333333333333332	15.0
16-01-2014_19:01:23.085	15.5	16.333333333333332	15.0
16-01-2014_19:01:55.085	15.5	16.333333333333332	15.0
16-01-2014_19:02:11.089	15.5	16.333333333333332	15.0
16-01-2014_19:02:27.086	15.5	16.333333333333332	15.0
16-01-2014_19:02:59.085	15.5	16.333333333333332	15.0
16-01-2014_19:03:31.085	15.5	16.333333333333332	15.0
16-01-2014_19:04:03.085	15.5	16.333333333333332	15.0
16-01-2014_19:04:19.084	15.5	16.333333333333332	15.0
16-01-2014_19:04:35.086	15.5	16.333333333333332	15.0
16-01-2014_19:05:07.084	15.5	16.333333333333332	15.0
16-01-2014_19:05:39.084	15.5	16.333333333333332	15.0
16-01-2014_19:06:11.084	15.5	16.333333333333332	15.0
16-01-2014_19:06:27.084	15.5	16.333333333333332	15.0
16-01-2014_19:06:43.085	15.5	16.333333333333332	15.0
16-01-2014_19:07:15.084	15.5	16.333333333333332	15.0
16-01-2014_19:07:47.084	15.5	16.333333333333332	15.0
16-01-2014_19:08:19.084	15.5	16.333333333333332	15.0
16-01-2014_19:08:35.084	15.5	16.333333333333332	15.0
16-01-2014_19:08:51.085	15.5	16.333333333333332	15.0
16-01-2014_19:09:23.084	15.5	16.333333333333332	15.0
16-01-2014_19:09:55.084	15.5	16.333333333333332	15.0
16-01-2014_19:10:27.084	15.5	16.333333333333332	15.0
16-01-2014_19:10:43.084	15.5	16.333333333333332	15.0
16-01-2014_19:10:59.085	15.5	16.333333333333332	15.0
16-01-2014_19:11:31.083	15.5	16.333333333333332	15.0
16-01-2014_19:12:03.083	15.5	16.333333333333332	15.0
16-01-2014_19:12:35.083	15.5	16.333333333333332	15.0
16-01-2014_19:12:51.083	15.5	16.333333333333332	15.0
16-01-2014_19:13:07.084	15.5	16.333333333333332	15.0
16-01-2014_19:13:39.083	15.5	16.333333333333332	15.0
16-01-2014_19:14:11.083	15.5	16.333333333333332	15.0
16-01-2014_19:14:43.083	15.5	16.333333333333332	15.0
16-01-2014_19:14:59.083	15.5	16.333333333333332	15.0
16-01-2014_19:15:15.084	15.5	16.333333333333332	15.0
16-01-2014_19:15:47.083	15.5	16.333333333333332	15.0
16-01-2014_19:16:19.083	15.5	16.333333333333332	15.0
16-01-2014_19:16:51.083	15.5	16.333333333333332	15.0
16-01-2014_19:17:07.083	15.5	16.333333333333332	15.0
16-01-2014_19:17:55.083	15.5	16.333333333333332	15.0
16-01-2014_19:18:27.082	15.5	16.333333333333332	15.0
16-01-2014_19:18:59.082	15.5	16.333333333333332	15.0
16-01-2014_19:19:15.082	15.5	16.333333333333332	15.0
16-01-2014_19:19:31.083	15.5	16.333333333333332	15.0
16-01-2014_19:20:03.082	15.5	16.333333333333332	15.0
16-01-2014_19:20:35.082	15.5	16.333333333333332	15.0
16-01-2014_19:21:07.082	15.5	16.333333333333332	15.0
16-01-2014_19:21:23.082	15.5	16.333333333333332	15.0
16-01-2014_19:21:39.084	15.5	16.333333333333332	15.0
16-01-2014_19:22:11.086	15.5	16.333333333333332	15.0
16-01-2014_19:22:43.082	15.5	16.333333333333332	15.0
16-01-2014_19:23:15.082	15.5	16.333333333333332	15.0
16-01-2014_19:23:31.082	15.5	16.333333333333332	15.0
16-01-2014_19:23:47.083	15.5	16.333333333333332	15.0
16-01-2014_19:24:19.081	15.5	16.333333333333332	15.0
16-01-2014_19:24:51.081	15.5	16.333333333333332	15.0
16-01-2014_19:25:23.081	15.5	16.333333333333332	15.0
16-01-2014_19:25:39.081	15.5	16.333333333333332	15.0
16-01-2014_19:25:55.083	15.5	16.333333333333332	15.0
16-01-2014_19:26:27.081	15.5	16.333333333333332	15.0
16-01-2014_19:26:59.081	15.5	16.333333333333332	15.0
16-01-2014_19:27:31.081	15.0	16.333333333333332	15.0
16-01-2014_19:27:47.081	15.5	16.333333333333332	15.0
16-01-2014_19:28:03.082	15.5	16.333333333333332	15.0
16-01-2014_19:28:35.081	15.0	16.333333333333332	15.0
16-01-2014_19:29:07.081	15.5	16.333333333333332	15.0
16-01-2014_19:29:39.081	15.0	16.333333333333332	15.0
16-01-2014_19:29:55.081	15.5	16.333333333333332	15.0
16-01-2014_19:30:11.082	15.5	16.333333333333332	15.0
16-01-2014_19:30:43.081	15.5	16.333333333333332	15.0
16-01-2014_19:31:15.080	15.5	16.333333333333332	15.0
16-01-2014_19:31:47.081	15.5	16.333333333333332	15.0
16-01-2014_19:32:03.080	15.5	16.333333333333332	15.0
16-01-2014_19:32:19.082	15.0	16.333333333333332	15.0
16-01-2014_19:32:51.080	15.5	16.333333333333332	15.0
16-01-2014_19:33:23.080	15.5	16.333333333333332	15.0
16-01-2014_19:33:55.080	15.0	16.333333333333332	15.0
16-01-2014_19:34:11.080	15.0	16.333333333333332	15.0
16-01-2014_19:34:27.081	15.0	16.333333333333332	15.0
16-01-2014_19:34:59.080	15.0	16.333333333333332	15.0
16-01-2014_19:35:31.080	15.0	16.333333333333332	15.0
16-01-2014_19:36:03.080	15.0	16.333333333333332	15.0
16-01-2014_19:36:19.080	15.0	16.333333333333332	15.0
16-01-2014_19:36:35.081	15.0	16.333333333333332	15.0
16-01-2014_19:37:07.080	15.5	16.333333333333332	15.0
16-01-2014_19:37:39.080	15.0	16.333333333333332	15.0
16-01-2014_19:38:11.079	15.0	16.333333333333332	15.0
16-01-2014_19:38:27.079	15.0	16.333333333333332	15.0
16-01-2014_19:38:43.081	15.0	16.333333333333332	15.0
16-01-2014_19:39:15.079	15.0	16.333333333333332	15.0
16-01-2014_19:39:47.079	15.0	16.333333333333332	15.0
16-01-2014_19:40:19.080	15.0	16.333333333333332	15.0
16-01-2014_19:40:35.079	15.0	16.333333333333332	15.0
16-01-2014_19:40:51.080	15.0	16.333333333333332	15.0
16-01-2014_19:41:23.079	15.0	16.333333333333332	15.0
16-01-2014_19:41:55.079	15.0	16.333333333333332	15.0
16-01-2014_19:42:27.079	15.0	16.333333333333332	15.0
16-01-2014_19:42:43.079	15.0	16.333333333333332	15.0
16-01-2014_19:42:59.080	15.0	16.333333333333332	15.0
16-01-2014_19:43:31.079	15.0	16.333333333333332	15.0
16-01-2014_19:44:03.079	15.0	16.333333333333332	15.0
16-01-2014_19:44:35.079	15.0	16.333333333333332	15.0
16-01-2014_19:44:51.079	15.0	16.333333333333332	15.0
16-01-2014_19:45:07.080	15.0	16.333333333333332	15.0
16-01-2014_19:45:39.078	15.0	16.333333333333332	15.0
16-01-2014_19:46:11.078	15.0	16.333333333333332	15.0
16-01-2014_19:46:43.078	15.0	16.333333333333332	15.0
16-01-2014_19:46:59.078	15.0	16.333333333333332	15.0
16-01-2014_19:47:15.079	15.0	16.333333333333332	15.0
16-01-2014_19:47:47.079	15.0	16.333333333333332	15.0
16-01-2014_19:48:19.078	15.0	16.333333333333332	15.0
16-01-2014_19:48:51.078	15.0	16.333333333333332	15.0
16-01-2014_19:49:07.078	15.0	16.333333333333332	15.0
16-01-2014_19:49:23.079	15.0	16.333333333333332	15.0
16-01-2014_19:49:55.078	15.0	16.333333333333332	15.0
16-01-2014_19:50:27.078	15.0	16.333333333333332	15.0
16-01-2014_19:50:59.078	15.0	16.333333333333332	15.0
16-01-2014_19:51:15.078	15.0	16.333333333333332	15.0
16-01-2014_19:51:31.079	15.0	16.333333333333332	15.0
16-01-2014_19:52:03.078	15.0	16.333333333333332	15.0
16-01-2014_19:52:35.077	15.0	16.333333333333332	15.0
16-01-2014_19:53:07.077	15.0	16.333333333333332	15.0
16-01-2014_19:53:23.077	15.0	16.333333333333332	15.0
16-01-2014_19:53:39.079	15.0	16.333333333333332	15.0
16-01-2014_19:54:11.077	15.0	16.333333333333332	15.0
16-01-2014_19:54:43.077	15.0	16.333333333333332	15.0
16-01-2014_19:55:15.077	15.0	16.333333333333332	15.0
16-01-2014_19:55:31.077	15.0	16.333333333333332	15.0
16-01-2014_19:55:47.078	15.0	16.333333333333332	15.0
16-01-2014_19:56:19.077	15.0	16.333333333333332	15.0
16-01-2014_19:56:51.077	15.0	16.333333333333332	15.0
16-01-2014_19:57:23.077	15.0	16.333333333333332	15.0
16-01-2014_19:57:39.077	15.0	16.333333333333332	15.0
16-01-2014_19:57:55.078	15.0	16.333333333333332	15.0
16-01-2014_19:58:27.077	15.0	16.333333333333332	15.0
16-01-2014_19:58:59.077	15.0	16.333333333333332	15.0
16-01-2014_19:59:31.077	15.0	16.333333333333332	15.0
16-01-2014_19:59:47.076	15.0	16.333333333333332	15.0
16-01-2014_20:00:03.078	15.0	16.333333333333332	15.0
16-01-2014_20:00:35.076	15.0	16.333333333333332	15.0
16-01-2014_20:01:07.076	15.0	16.333333333333332	15.0
16-01-2014_20:01:39.076	15.0	16.333333333333332	15.0
16-01-2014_20:01:55.076	15.0	16.333333333333332	15.0
16-01-2014_20:02:11.082	15.0	16.333333333333332	15.0
16-01-2014_20:02:43.076	15.0	16.333333333333332	15.0
16-01-2014_20:03:15.076	15.0	16.333333333333332	15.0
16-01-2014_20:03:47.076	15.0	16.333333333333332	15.0
16-01-2014_20:04:03.076	15.0	16.333333333333332	15.0
16-01-2014_20:04:19.077	15.0	16.333333333333332	15.0
16-01-2014_20:04:51.076	15.0	16.333333333333332	15.0
16-01-2014_20:05:23.076	15.0	16.333333333333332	15.0
16-01-2014_20:05:55.076	15.0	16.333333333333332	15.0
16-01-2014_20:06:11.076	15.0	16.333333333333332	15.0
16-01-2014_20:06:27.077	15.0	16.333333333333332	15.0
16-01-2014_20:06:59.076	15.0	16.333333333333332	15.0
16-01-2014_20:07:31.076	15.0	16.333333333333332	15.0
16-01-2014_20:08:03.075	15.0	16.333333333333332	15.0
16-01-2014_20:08:19.075	15.0	16.333333333333332	15.0
16-01-2014_20:08:35.077	15.0	16.333333333333332	15.0
16-01-2014_20:09:07.075	15.0	16.333333333333332	15.0
16-01-2014_20:09:39.075	15.0	16.333333333333332	15.0
16-01-2014_20:10:11.076	15.0	16.333333333333332	15.0
16-01-2014_20:10:27.075	15.0	16.333333333333332	15.0
16-01-2014_20:10:43.076	15.0	16.333333333333332	15.0
16-01-2014_20:11:15.075	15.0	16.333333333333332	15.0
16-01-2014_20:11:47.075	15.0	16.333333333333332	15.0
16-01-2014_20:12:19.075	15.0	16.333333333333332	15.0
16-01-2014_20:12:35.075	15.0	16.333333333333332	15.0
16-01-2014_20:12:51.076	15.0	16.333333333333332	15.0
16-01-2014_20:13:23.075	15.0	16.333333333333332	15.0
16-01-2014_20:13:55.075	15.0	16.333333333333332	15.0
16-01-2014_20:14:27.075	15.0	16.333333333333332	15.0
16-01-2014_20:14:43.075	15.0	16.333333333333332	15.0
16-01-2014_20:14:59.076	15.0	16.333333333333332	15.0
16-01-2014_20:15:31.075	15.0	16.333333333333332	15.0
16-01-2014_20:16:03.074	15.0	16.333333333333332	15.0
16-01-2014_20:16:35.074	15.0	16.333333333333332	15.0
16-01-2014_20:16:51.074	15.0	16.333333333333332	15.0
16-01-2014_20:17:07.076	15.0	16.333333333333332	15.0
16-01-2014_20:17:39.074	15.0	16.333333333333332	15.0
16-01-2014_20:18:11.074	15.0	16.333333333333332	15.0
16-01-2014_20:18:43.074	15.0	16.333333333333332	15.0
16-01-2014_20:18:59.074	15.0	16.333333333333332	15.0
16-01-2014_20:19:15.075	15.0	16.333333333333332	15.0
16-01-2014_20:19:47.074	15.0	16.333333333333332	15.0
16-01-2014_20:20:19.075	15.0	16.333333333333332	15.0
16-01-2014_20:20:51.074	15.0	16.333333333333332	15.0
16-01-2014_20:21:07.074	15.0	16.333333333333332	15.0
16-01-2014_20:21:23.075	15.0	16.333333333333332	15.0
16-01-2014_20:21:55.074	15.0	16.333333333333332	15.0
16-01-2014_20:22:27.074	15.0	16.333333333333332	15.0
16-01-2014_20:22:59.074	15.0	16.333333333333332	15.0
16-01-2014_20:23:15.074	15.0	16.333333333333332	15.0
16-01-2014_20:23:31.075	15.0	16.333333333333332	15.0
16-01-2014_20:24:03.074	15.0	16.333333333333332	15.0
16-01-2014_20:24:35.074	15.0	16.333333333333332	15.0
16-01-2014_20:25:07.073	15.0	16.333333333333332	15.0
16-01-2014_20:25:23.073	15.0	16.333333333333332	14.5
16-01-2014_20:25:39.075	15.0	16.333333333333332	14.5
16-01-2014_20:26:11.073	15.0	16.333333333333332	15.0
16-01-2014_20:26:43.073	15.0	16.333333333333332	15.0
16-01-2014_20:27:15.073	15.0	16.333333333333332	14.5
16-01-2014_20:27:31.073	15.0	16.333333333333332	14.5
16-01-2014_20:27:47.074	15.0	16.333333333333332	14.5
16-01-2014_20:28:19.073	15.0	16.333333333333332	14.5
16-01-2014_20:28:51.073	15.0	16.333333333333332	14.5
16-01-2014_20:29:23.073	15.0	16.333333333333332	14.5
16-01-2014_20:29:39.073	15.0	16.333333333333332	14.5
16-01-2014_20:29:55.074	15.0	16.333333333333332	14.5
16-01-2014_20:30:59.073	15.0	16.333333333333332	14.5
16-01-2014_20:31:31.073	15.0	16.333333333333332	14.5
16-01-2014_20:31:47.073	15.0	16.333333333333332	14.5
16-01-2014_20:32:03.074	15.0	16.333333333333332	14.5
16-01-2014_20:32:35.073	15.0	16.333333333333332	14.5
16-01-2014_20:33:07.073	15.0	16.333333333333332	14.5
16-01-2014_20:33:39.073	15.0	16.333333333333332	14.5
16-01-2014_20:33:55.073	15.0	16.333333333333332	14.5
16-01-2014_20:34:11.074	15.0	16.333333333333332	14.5
16-01-2014_20:34:43.073	15.0	16.333333333333332	14.5
16-01-2014_20:35:15.073	15.0	16.333333333333332	14.5
16-01-2014_20:35:47.072	15.0	16.333333333333332	14.5
16-01-2014_20:36:03.072	15.0	16.333333333333332	14.5
16-01-2014_20:36:19.074	15.0	16.333333333333332	14.5
16-01-2014_20:36:51.072	15.0	16.333333333333332	14.5
16-01-2014_20:37:23.072	15.0	16.333333333333332	14.5
16-01-2014_20:37:55.072	15.0	16.333333333333332	14.5
16-01-2014_20:38:11.072	15.0	16.333333333333332	14.5
16-01-2014_20:38:27.074	15.0	16.333333333333332	14.5
16-01-2014_20:38:59.072	15.0	16.333333333333332	14.5
16-01-2014_20:39:31.072	15.0	16.333333333333332	14.5
16-01-2014_20:40:03.073	15.0	16.333333333333332	14.5
16-01-2014_20:40:19.073	15.0	16.333333333333332	14.5
16-01-2014_20:40:35.073	15.0	16.333333333333332	14.5
16-01-2014_20:41:07.072	15.0	16.333333333333332	14.5
16-01-2014_20:41:39.072	15.0	16.333333333333332	14.5
16-01-2014_20:42:11.076	15.0	16.333333333333332	14.5
16-01-2014_20:42:27.072	15.0	16.333333333333332	14.5
16-01-2014_20:42:43.073	15.0	16.333333333333332	14.5
16-01-2014_20:43:15.072	15.0	16.333333333333332	14.5
16-01-2014_20:43:47.072	15.0	16.333333333333332	14.5
16-01-2014_20:44:19.072	15.0	16.333333333333332	14.5
16-01-2014_20:44:35.072	15.0	16.333333333333332	14.5
16-01-2014_20:44:51.073	15.0	16.333333333333332	14.5
16-01-2014_20:45:23.072	15.0	16.333333333333332	14.5
16-01-2014_20:45:55.072	15.0	16.333333333333332	14.5
16-01-2014_20:46:27.072	15.0	16.333333333333332	14.5
16-01-2014_20:46:43.072	15.0	16.333333333333332	14.5
16-01-2014_20:46:59.073	15.0	16.333333333333332	14.5
16-01-2014_20:47:31.072	15.0	16.333333333333332	14.5
16-01-2014_20:48:03.072	15.0	16.333333333333332	14.5
16-01-2014_20:48:35.072	15.0	16.333333333333332	14.5
16-01-2014_20:48:51.072	15.0	16.333333333333332	14.5
16-01-2014_20:49:07.073	15.0	16.333333333333332	14.5
16-01-2014_20:49:39.072	15.0	16.333333333333332	14.5
16-01-2014_20:50:11.072	15.0	16.333333333333332	14.5
16-01-2014_20:50:43.071	15.0	16.333333333333332	14.5
16-01-2014_20:50:59.071	14.5	16.333333333333332	14.5
16-01-2014_20:51:15.073	14.5	16.333333333333332	14.5
16-01-2014_20:51:47.071	14.5	16.333333333333332	14.5
16-01-2014_20:52:19.071	14.5	16.333333333333332	14.5
16-01-2014_20:52:51.071	15.0	16.333333333333332	14.5
16-01-2014_20:53:07.072	14.5	16.333333333333332	14.5
16-01-2014_20:53:23.073	14.5	16.333333333333332	14.5
16-01-2014_20:53:55.071	14.5	16.333333333333332	14.5
16-01-2014_20:54:27.071	14.5	16.333333333333332	14.5
16-01-2014_20:54:59.071	14.5	16.333333333333332	14.5
16-01-2014_20:55:15.071	14.5	16.333333333333332	14.5
16-01-2014_20:55:31.072	14.5	16.333333333333332	14.5
16-01-2014_20:56:03.071	14.5	16.333333333333332	14.5
16-01-2014_20:56:35.071	14.5	16.333333333333332	14.5
16-01-2014_20:57:07.071	14.5	16.333333333333332	14.5
16-01-2014_20:57:23.071	14.5	16.333333333333332	14.5
16-01-2014_20:57:39.072	14.5	16.333333333333332	14.5
