<Acq date>	TB00001K	TB00002K	TB00003K
17-01-2014_02:08:03.043	14.5	16.333333333333332	14.0
17-01-2014_02:08:35.043	14.5	16.333333333333332	14.0
17-01-2014_02:08:51.043	14.5	16.333333333333332	14.0
17-01-2014_02:09:07.044	14.5	16.333333333333332	14.0
17-01-2014_02:09:39.043	14.5	16.333333333333332	14.0
17-01-2014_02:10:11.043	14.5	16.333333333333332	14.0
17-01-2014_02:10:43.043	14.5	16.333333333333332	14.0
17-01-2014_02:10:59.043	14.5	16.333333333333332	14.0
17-01-2014_02:11:15.044	14.5	16.333333333333332	14.0
17-01-2014_02:11:47.043	14.5	16.333333333333332	14.0
17-01-2014_02:12:19.043	14.5	16.333333333333332	14.0
17-01-2014_02:12:51.043	14.5	16.333333333333332	14.0
17-01-2014_02:13:07.043	14.5	16.333333333333332	14.0
17-01-2014_02:13:23.044	14.5	16.333333333333332	14.0
17-01-2014_02:13:55.043	14.5	16.333333333333332	14.0
17-01-2014_02:14:27.043	14.5	16.333333333333332	14.0
17-01-2014_02:14:59.043	14.5	16.333333333333332	14.0
17-01-2014_02:15:15.043	14.5	16.333333333333332	14.0
17-01-2014_02:15:31.044	14.5	16.0	14.0
17-01-2014_02:16:03.043	14.5	16.333333333333332	14.0
17-01-2014_02:16:35.042	14.5	16.0	14.0
17-01-2014_02:17:07.042	14.5	16.333333333333332	14.0
17-01-2014_02:17:23.043	14.5	16.0	14.0
17-01-2014_02:17:39.044	14.5	16.333333333333332	14.0
17-01-2014_02:18:11.042	14.5	16.0	14.0
17-01-2014_02:18:43.043	14.0	16.0	14.0
17-01-2014_02:19:15.042	14.0	16.0	14.0
17-01-2014_02:19:31.042	14.0	16.0	14.0
17-01-2014_02:19:47.044	14.0	16.0	14.0
17-01-2014_02:20:19.043	14.0	16.0	14.0
17-01-2014_02:20:51.042	14.0	16.0	14.0
17-01-2014_02:21:23.042	14.0	16.0	14.0
17-01-2014_02:21:39.042	14.0	16.0	14.0
17-01-2014_02:21:55.044	14.0	16.0	14.0
17-01-2014_02:22:27.042	14.0	16.0	14.0
17-01-2014_02:22:59.042	14.0	16.0	14.0
17-01-2014_02:23:31.042	14.0	16.0	14.0
17-01-2014_02:23:47.042	14.0	16.0	14.0
17-01-2014_02:24:03.044	14.0	16.0	14.0
17-01-2014_02:24:35.042	14.0	16.0	14.0
17-01-2014_02:25:07.042	14.0	16.0	14.0
17-01-2014_02:25:39.042	14.0	16.0	14.0
17-01-2014_02:25:55.042	14.0	16.0	14.0
17-01-2014_02:26:11.044	14.0	16.0	14.0
17-01-2014_02:26:43.042	14.0	16.0	14.0
17-01-2014_02:27:15.042	14.0	16.0	14.0
17-01-2014_02:27:47.042	14.0	16.0	14.0
17-01-2014_02:28:03.042	14.0	16.0	14.0
17-01-2014_02:28:19.044	14.0	16.0	14.0
17-01-2014_02:28:51.042	14.0	16.0	14.0
17-01-2014_02:29:23.042	14.0	16.0	14.0
17-01-2014_02:29:55.042	14.0	16.0	14.0
17-01-2014_02:30:11.042	14.0	16.0	14.0
17-01-2014_02:30:27.044	14.0	16.0	14.0
17-01-2014_02:30:59.042	14.0	16.0	14.0
17-01-2014_02:31:31.042	14.0	16.0	13.666666666666666
17-01-2014_02:32:03.042	14.0	16.0	13.666666666666666
17-01-2014_02:32:19.042	14.0	16.0	13.666666666666666
17-01-2014_02:32:35.043	14.0	16.0	13.666666666666666
17-01-2014_02:33:07.042	14.0	16.0	13.666666666666666
17-01-2014_02:33:39.042	14.0	16.0	13.666666666666666
17-01-2014_02:34:11.042	14.0	16.0	13.666666666666666
17-01-2014_02:34:27.042	14.0	16.0	13.666666666666666
17-01-2014_02:34:43.043	14.0	16.0	13.666666666666666
17-01-2014_02:35:15.042	14.0	16.0	13.666666666666666
17-01-2014_02:35:47.042	14.0	16.0	13.666666666666666
17-01-2014_02:36:19.042	14.0	16.0	13.666666666666666
17-01-2014_02:36:35.042	14.0	16.0	13.666666666666666
17-01-2014_02:36:51.043	14.0	16.0	13.666666666666666
17-01-2014_02:37:23.042	14.0	16.0	13.666666666666666
17-01-2014_02:37:55.042	14.0	16.0	13.666666666666666
17-01-2014_02:38:27.042	14.0	16.0	13.666666666666666
17-01-2014_02:38:43.042	14.0	16.0	13.666666666666666
17-01-2014_02:38:59.043	14.0	16.0	13.666666666666666
17-01-2014_02:39:31.042	14.0	16.0	13.666666666666666
17-01-2014_02:40:03.042	14.0	16.0	13.666666666666666
17-01-2014_02:40:35.042	14.0	16.0	13.666666666666666
17-01-2014_02:40:51.042	14.0	16.0	13.666666666666666
17-01-2014_02:41:07.043	14.0	16.0	13.666666666666666
17-01-2014_02:41:39.042	14.0	16.0	13.666666666666666
17-01-2014_02:42:11.046	14.0	16.0	13.666666666666666
17-01-2014_02:42:43.042	14.0	16.0	13.666666666666666
17-01-2014_02:42:59.042	14.0	16.0	13.666666666666666
17-01-2014_02:43:15.043	14.0	16.0	13.666666666666666
17-01-2014_02:43:47.042	14.0	16.0	13.666666666666666
17-01-2014_02:44:19.042	14.0	16.0	13.666666666666666
17-01-2014_02:44:51.042	14.0	16.0	13.666666666666666
17-01-2014_02:45:07.042	14.0	16.0	13.666666666666666
17-01-2014_02:45:23.043	14.0	16.0	13.666666666666666
17-01-2014_02:45:55.042	14.0	16.0	13.666666666666666
17-01-2014_02:46:27.042	14.0	16.0	13.666666666666666
17-01-2014_02:46:59.042	14.0	16.0	13.666666666666666
17-01-2014_02:47:15.042	14.0	16.0	13.666666666666666
17-01-2014_02:47:31.043	14.0	16.0	13.666666666666666
17-01-2014_02:48:03.042	14.0	16.0	13.666666666666666
17-01-2014_02:48:35.042	14.0	16.0	13.666666666666666
17-01-2014_02:49:07.042	14.0	16.0	13.666666666666666
17-01-2014_02:49:23.042	14.0	16.0	13.666666666666666
17-01-2014_02:49:39.043	14.0	16.0	13.666666666666666
17-01-2014_02:50:11.042	14.0	16.0	13.666666666666666
17-01-2014_02:50:43.042	14.0	16.0	13.666666666666666
17-01-2014_02:51:15.042	14.0	16.0	13.666666666666666
17-01-2014_02:51:31.042	14.0	16.0	13.666666666666666
17-01-2014_02:51:47.043	14.0	16.0	13.666666666666666
17-01-2014_02:52:19.042	14.0	16.0	13.666666666666666
17-01-2014_02:52:51.042	14.0	15.5	13.666666666666666
17-01-2014_02:53:23.042	14.0	16.0	13.666666666666666
17-01-2014_02:53:39.042	14.0	15.5	13.666666666666666
17-01-2014_02:53:55.043	14.0	15.5	13.666666666666666
17-01-2014_02:54:27.042	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:54:59.042	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:55:31.042	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:55:47.042	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:56:03.043	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:56:35.042	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:57:07.042	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:57:39.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:57:55.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:58:11.043	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:58:43.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:59:15.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_02:59:47.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:00:03.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:00:19.044	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:00:51.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:01:23.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:01:55.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:02:11.045	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:02:27.043	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:02:59.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:03:31.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:04:03.041	14.0	15.5	13.666666666666666
17-01-2014_03:04:19.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:04:35.042	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:05:07.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:05:39.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:06:11.041	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:06:27.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:06:43.042	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:07:15.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:07:47.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:08:19.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:08:35.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:08:51.042	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:09:23.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:09:55.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:10:27.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:10:43.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:10:59.042	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:11:31.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:12:03.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:12:35.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:12:51.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:13:07.042	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:13:39.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:14:11.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:14:43.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:14:59.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:15:15.042	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:15:47.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:16:19.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:16:51.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:17:07.041	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:17:23.042	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:17:55.040	13.666666666666666	15.5	13.333333333333334
17-01-2014_03:18:27.040	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:18:59.040	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:19:15.040	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:19:31.042	13.666666666666666	15.5	13.666666666666666
17-01-2014_03:20:03.040	14.0	15.5	13.666666666666666
17-01-2014_03:20:35.040	14.0	15.5	13.666666666666666
17-01-2014_03:21:07.040	14.0	15.5	13.666666666666666
17-01-2014_03:21:23.041	14.0	15.5	13.666666666666666
17-01-2014_03:21:39.041	14.0	15.5	13.666666666666666
17-01-2014_03:22:11.044	14.0	15.5	13.666666666666666
17-01-2014_03:22:43.040	14.0	15.5	13.666666666666666
17-01-2014_03:23:15.040	14.0	16.0	13.666666666666666
17-01-2014_03:23:31.040	14.0	16.0	13.666666666666666
17-01-2014_03:23:47.041	14.0	16.0	13.666666666666666
17-01-2014_03:24:19.040	14.0	16.0	13.666666666666666
17-01-2014_03:24:51.040	14.0	16.0	14.0
17-01-2014_03:25:23.040	14.0	16.0	14.0
17-01-2014_03:25:39.040	14.5	16.0	14.0
17-01-2014_03:25:55.041	14.5	16.0	14.0
17-01-2014_03:26:27.040	14.5	16.0	14.0
17-01-2014_03:26:59.040	14.5	16.0	14.0
17-01-2014_03:27:31.040	14.5	16.0	14.0
17-01-2014_03:27:47.040	14.5	16.0	14.0
17-01-2014_03:28:03.041	14.5	16.0	14.0
17-01-2014_03:28:35.040	14.5	16.333333333333332	14.0
17-01-2014_03:29:07.040	14.5	16.333333333333332	14.5
17-01-2014_03:29:39.039	14.5	16.333333333333332	14.5
17-01-2014_03:29:55.040	14.5	16.333333333333332	14.5
17-01-2014_03:30:11.041	15.0	16.333333333333332	14.5
17-01-2014_03:30:43.039	15.0	16.333333333333332	14.5
17-01-2014_03:31:15.039	15.0	16.333333333333332	14.5
17-01-2014_03:31:47.039	15.0	16.333333333333332	14.5
17-01-2014_03:32:03.039	15.0	16.333333333333332	14.5
17-01-2014_03:32:19.041	15.0	16.333333333333332	15.0
17-01-2014_03:32:51.039	15.0	16.333333333333332	15.0
17-01-2014_03:33:23.039	15.0	16.333333333333332	15.0
17-01-2014_03:33:55.039	15.0	16.666666666666668	15.0
17-01-2014_03:34:11.039	15.0	16.666666666666668	15.0
17-01-2014_03:34:27.041	15.5	16.666666666666668	15.0
17-01-2014_03:34:59.039	15.5	16.666666666666668	15.0
17-01-2014_03:35:31.039	15.5	16.666666666666668	15.0
17-01-2014_03:36:03.039	15.5	16.666666666666668	15.0
17-01-2014_03:36:19.039	15.5	16.666666666666668	15.0
17-01-2014_03:36:35.040	15.5	16.666666666666668	15.5
17-01-2014_03:37:07.039	15.5	16.666666666666668	15.5
17-01-2014_03:37:39.039	15.5	16.666666666666668	15.5
17-01-2014_03:38:11.039	16.0	17.0	15.5
17-01-2014_03:38:27.039	16.0	17.0	15.5
17-01-2014_03:38:43.040	16.0	17.0	15.5
17-01-2014_03:39:15.039	16.0	17.0	15.5
17-01-2014_03:39:47.038	16.0	17.0	15.5
17-01-2014_03:40:19.039	16.0	17.0	16.0
17-01-2014_03:40:35.038	16.0	17.0	16.0
17-01-2014_03:40:51.040	16.0	17.0	16.0
17-01-2014_03:41:23.038	16.0	17.0	16.0
17-01-2014_03:41:55.038	16.0	17.0	16.0
17-01-2014_03:42:27.038	16.0	17.0	16.0
17-01-2014_03:42:43.038	16.0	17.0	16.0
17-01-2014_03:42:59.039	16.0	17.0	16.0
17-01-2014_03:43:31.038	16.0	17.0	16.0
17-01-2014_03:44:03.038	16.0	17.0	16.0
17-01-2014_03:44:35.038	16.0	17.0	16.0
17-01-2014_03:44:51.038	16.0	17.0	16.0
17-01-2014_03:45:07.039	16.0	17.0	16.0
17-01-2014_03:45:39.038	16.0	17.0	16.0
17-01-2014_03:46:11.038	16.0	17.0	16.0
17-01-2014_03:46:43.038	16.0	17.0	16.0
17-01-2014_03:46:59.038	16.0	17.0	16.0
17-01-2014_03:47:15.039	16.0	17.0	16.0
17-01-2014_03:47:47.037	16.0	17.0	16.0
17-01-2014_03:48:19.038	16.0	17.0	16.0
17-01-2014_03:48:51.037	16.0	17.0	16.0
17-01-2014_03:49:07.037	16.0	17.0	16.0
17-01-2014_03:49:23.038	16.0	17.0	16.0
17-01-2014_03:49:55.037	16.0	17.0	16.0
17-01-2014_03:50:27.037	16.0	17.0	16.0
17-01-2014_03:50:59.037	16.0	17.0	16.0
17-01-2014_03:51:15.038	16.0	17.0	16.0
17-01-2014_03:51:31.038	16.0	17.0	16.0
17-01-2014_03:52:03.037	16.0	17.0	16.0
17-01-2014_03:52:35.037	16.0	17.0	16.0
17-01-2014_03:53:07.037	16.0	17.0	16.0
17-01-2014_03:53:23.037	16.0	17.0	16.0
17-01-2014_03:54:11.037	16.0	17.0	15.5
17-01-2014_03:54:43.037	16.0	17.0	15.5
17-01-2014_03:55:15.036	16.0	17.0	15.5
17-01-2014_03:55:31.036	16.0	17.0	15.5
17-01-2014_03:55:47.038	16.0	17.0	15.5
17-01-2014_03:56:19.036	16.0	17.0	15.5
17-01-2014_03:56:51.036	16.0	17.0	15.5
17-01-2014_03:57:23.036	16.0	17.0	15.5
17-01-2014_03:57:39.036	16.0	17.0	15.5
17-01-2014_03:57:55.037	16.0	17.0	15.5
17-01-2014_03:58:27.036	16.0	16.666666666666668	15.5
17-01-2014_03:58:59.036	16.0	16.666666666666668	15.5
17-01-2014_03:59:31.036	16.0	16.666666666666668	15.5
17-01-2014_03:59:47.036	16.0	16.666666666666668	15.5
17-01-2014_04:00:03.037	16.0	16.666666666666668	15.5
17-01-2014_04:00:35.036	16.0	16.666666666666668	15.5
17-01-2014_04:01:07.035	16.0	16.666666666666668	15.5
17-01-2014_04:01:39.035	16.0	16.666666666666668	15.5
17-01-2014_04:01:55.035	16.0	16.666666666666668	15.5
17-01-2014_04:02:11.041	16.0	16.666666666666668	15.5
17-01-2014_04:02:43.035	16.0	16.666666666666668	15.5
17-01-2014_04:03:15.035	16.0	16.666666666666668	15.5
17-01-2014_04:03:47.035	16.0	16.666666666666668	15.5
17-01-2014_04:04:03.035	16.0	16.666666666666668	15.5
17-01-2014_04:04:19.037	16.0	16.666666666666668	15.5
17-01-2014_04:04:51.035	16.0	16.666666666666668	15.5
17-01-2014_04:05:23.035	16.0	16.666666666666668	15.5
17-01-2014_04:05:55.035	16.0	16.666666666666668	15.5
17-01-2014_04:06:11.035	16.0	16.666666666666668	15.5
17-01-2014_04:06:27.036	16.0	16.666666666666668	15.5
17-01-2014_04:06:59.035	16.0	16.666666666666668	15.5
17-01-2014_04:07:31.034	16.0	16.666666666666668	15.5
17-01-2014_04:08:03.034	16.0	16.666666666666668	15.5
17-01-2014_04:08:19.034	16.0	16.666666666666668	15.5
17-01-2014_04:08:35.036	16.0	16.666666666666668	15.5
17-01-2014_04:09:07.034	16.0	16.666666666666668	15.5
17-01-2014_04:09:39.034	16.0	16.666666666666668	15.5
17-01-2014_04:10:11.034	16.0	16.666666666666668	15.5
17-01-2014_04:10:27.034	16.0	16.666666666666668	15.5
17-01-2014_04:10:43.035	16.0	16.666666666666668	15.5
17-01-2014_04:11:15.034	16.0	16.666666666666668	15.5
17-01-2014_04:11:47.034	16.0	16.666666666666668	15.5
17-01-2014_04:12:35.034	16.0	16.666666666666668	15.5
17-01-2014_04:12:51.035	16.0	16.666666666666668	15.5
17-01-2014_04:13:23.034	16.0	16.666666666666668	15.5
17-01-2014_04:13:55.034	16.0	16.666666666666668	15.5
17-01-2014_04:14:27.034	16.0	16.666666666666668	15.5
17-01-2014_04:14:43.033	16.0	16.666666666666668	15.5
17-01-2014_04:14:59.035	16.0	16.666666666666668	15.5
17-01-2014_04:15:31.033	15.5	16.666666666666668	15.5
17-01-2014_04:16:03.033	15.5	16.666666666666668	15.5
17-01-2014_04:16:35.033	16.0	16.666666666666668	15.5
17-01-2014_04:16:51.033	15.5	16.666666666666668	15.5
17-01-2014_04:17:07.034	15.5	16.666666666666668	15.5
17-01-2014_04:17:39.033	15.5	16.666666666666668	15.5
17-01-2014_04:18:11.033	15.5	16.666666666666668	15.5
17-01-2014_04:18:43.033	15.5	16.666666666666668	15.5
17-01-2014_04:18:59.033	15.5	16.666666666666668	15.5
17-01-2014_04:19:15.034	15.5	16.666666666666668	15.5
17-01-2014_04:19:47.033	15.5	16.666666666666668	15.5
17-01-2014_04:20:19.033	15.5	16.666666666666668	15.5
17-01-2014_04:20:51.032	15.5	16.666666666666668	15.5
17-01-2014_04:21:07.032	15.5	16.666666666666668	15.5
17-01-2014_04:21:23.034	15.5	16.666666666666668	15.5
17-01-2014_04:21:55.032	15.5	16.666666666666668	15.5
17-01-2014_04:22:27.032	15.5	16.666666666666668	15.5
17-01-2014_04:22:59.032	15.5	16.666666666666668	15.5
17-01-2014_04:23:15.032	15.5	16.666666666666668	15.5
17-01-2014_04:23:31.033	15.5	16.666666666666668	15.5
17-01-2014_04:24:03.032	15.5	16.666666666666668	15.5
17-01-2014_04:24:35.032	15.5	16.666666666666668	15.5
17-01-2014_04:25:07.032	15.5	16.666666666666668	15.5
17-01-2014_04:25:23.032	15.5	16.666666666666668	15.5
17-01-2014_04:25:39.033	15.5	16.666666666666668	15.5
17-01-2014_04:26:11.032	15.5	16.666666666666668	15.5
17-01-2014_04:26:43.032	15.5	16.666666666666668	15.5
17-01-2014_04:27:15.031	15.5	16.666666666666668	15.5
17-01-2014_04:27:31.032	15.5	16.666666666666668	15.5
17-01-2014_04:27:47.033	15.5	16.666666666666668	15.5
17-01-2014_04:28:19.031	15.5	16.666666666666668	15.5
17-01-2014_04:28:51.031	15.5	16.666666666666668	15.5
17-01-2014_04:29:23.031	15.5	16.666666666666668	15.5
17-01-2014_04:29:39.031	15.5	16.666666666666668	15.5
17-01-2014_04:29:55.032	15.5	16.666666666666668	15.5
17-01-2014_04:30:27.032	15.5	16.666666666666668	15.5
17-01-2014_04:30:59.031	15.5	16.666666666666668	15.5
17-01-2014_04:31:31.031	15.5	16.666666666666668	15.5
17-01-2014_04:31:47.031	15.5	16.666666666666668	15.0
17-01-2014_04:32:03.032	15.5	16.666666666666668	15.5
17-01-2014_04:32:35.031	15.5	16.666666666666668	15.0
17-01-2014_04:33:07.031	15.5	16.666666666666668	15.5
17-01-2014_04:33:39.031	15.5	16.666666666666668	15.5
17-01-2014_04:33:55.031	15.5	16.666666666666668	15.5
17-01-2014_04:34:11.032	15.5	16.666666666666668	15.0
17-01-2014_04:34:43.030	15.5	16.666666666666668	15.0
17-01-2014_04:35:15.030	15.5	16.666666666666668	15.0
17-01-2014_04:35:47.030	15.5	16.666666666666668	15.0
17-01-2014_04:36:03.030	15.5	16.666666666666668	15.0
17-01-2014_04:36:19.031	15.5	16.666666666666668	15.0
17-01-2014_04:36:51.030	15.5	16.666666666666668	15.0
17-01-2014_04:37:23.030	15.5	16.666666666666668	15.0
17-01-2014_04:37:55.030	15.5	16.666666666666668	15.0
17-01-2014_04:38:11.030	15.5	16.666666666666668	15.0
17-01-2014_04:38:27.031	15.5	16.666666666666668	15.0
17-01-2014_04:38:59.030	15.5	16.666666666666668	15.0
17-01-2014_04:39:31.030	15.5	16.666666666666668	15.0
17-01-2014_04:40:03.030	15.5	16.666666666666668	15.0
17-01-2014_04:40:19.030	15.5	16.666666666666668	15.0
17-01-2014_04:40:35.031	15.5	16.666666666666668	15.0
17-01-2014_04:41:07.029	15.5	16.666666666666668	15.0
17-01-2014_04:41:39.029	15.5	16.666666666666668	15.0
17-01-2014_04:42:11.033	15.5	16.666666666666668	15.0
17-01-2014_04:42:27.029	15.5	16.666666666666668	15.0
17-01-2014_04:42:43.031	15.5	16.666666666666668	15.0
17-01-2014_04:43:15.029	15.5	16.666666666666668	15.0
17-01-2014_04:43:47.029	15.5	16.666666666666668	15.0
17-01-2014_04:44:19.029	15.5	16.666666666666668	15.0
17-01-2014_04:44:35.029	15.5	16.666666666666668	15.0
17-01-2014_04:44:51.030	15.5	16.666666666666668	15.0
17-01-2014_04:45:23.029	15.5	16.666666666666668	15.0
17-01-2014_04:45:55.029	15.5	16.666666666666668	15.0
17-01-2014_04:46:27.029	15.5	16.666666666666668	15.0
17-01-2014_04:46:43.029	15.5	16.666666666666668	15.0
17-01-2014_04:46:59.030	15.5	16.666666666666668	15.0
17-01-2014_04:47:31.029	15.5	16.666666666666668	15.0
17-01-2014_04:48:03.029	15.5	16.666666666666668	15.0
17-01-2014_04:48:35.028	15.5	16.666666666666668	15.0
17-01-2014_04:48:51.028	15.5	16.333333333333332	15.0
17-01-2014_04:49:07.030	15.5	16.666666666666668	15.0
17-01-2014_04:49:39.028	15.5	16.666666666666668	15.0
17-01-2014_04:50:11.028	15.5	16.333333333333332	15.0
17-01-2014_04:50:43.028	15.5	16.666666666666668	15.0
17-01-2014_04:50:59.028	15.5	16.666666666666668	15.0
17-01-2014_04:51:15.029	15.5	16.333333333333332	15.0
17-01-2014_04:51:47.028	15.5	16.666666666666668	15.0
17-01-2014_04:52:19.028	15.5	16.666666666666668	15.0
17-01-2014_04:52:51.028	15.5	16.333333333333332	15.0
17-01-2014_04:53:07.028	15.5	16.333333333333332	15.0
17-01-2014_04:53:23.029	15.5	16.333333333333332	15.0
17-01-2014_04:53:55.028	15.5	16.666666666666668	15.0
17-01-2014_04:54:27.028	15.5	16.333333333333332	15.0
17-01-2014_04:54:59.028	15.5	16.666666666666668	15.0
17-01-2014_04:55:15.028	15.5	16.333333333333332	15.0
17-01-2014_04:55:31.029	15.5	16.333333333333332	15.0
17-01-2014_04:56:03.027	15.5	16.333333333333332	15.0
17-01-2014_04:56:35.028	15.5	16.666666666666668	15.0
17-01-2014_04:57:07.027	15.5	16.333333333333332	15.0
17-01-2014_04:57:23.027	15.5	16.666666666666668	15.0
17-01-2014_04:57:39.028	15.5	16.666666666666668	15.0
17-01-2014_04:58:11.027	15.5	16.333333333333332	15.0
17-01-2014_04:58:43.027	15.5	16.333333333333332	15.0
17-01-2014_04:59:15.027	15.5	16.666666666666668	15.0
17-01-2014_04:59:31.027	15.5	16.666666666666668	15.0
17-01-2014_04:59:47.028	15.5	16.666666666666668	15.0
17-01-2014_05:00:19.028	15.5	16.333333333333332	15.0
17-01-2014_05:00:51.027	15.5	16.333333333333332	15.0
17-01-2014_05:01:23.027	15.5	16.333333333333332	15.0
17-01-2014_05:01:39.027	15.5	16.666666666666668	15.0
17-01-2014_05:01:55.028	15.5	16.666666666666668	15.0
17-01-2014_05:02:27.027	15.5	16.333333333333332	15.0
17-01-2014_05:02:59.026	15.5	16.333333333333332	15.0
17-01-2014_05:03:31.026	15.5	16.333333333333332	15.0
17-01-2014_05:03:47.026	15.5	16.666666666666668	15.0
17-01-2014_05:04:03.028	15.5	16.333333333333332	15.0
17-01-2014_05:04:35.026	15.5	16.666666666666668	15.0
17-01-2014_05:05:07.026	15.5	16.666666666666668	15.0
17-01-2014_05:05:39.026	15.5	16.666666666666668	15.0
17-01-2014_05:05:55.026	15.5	16.333333333333332	15.0
17-01-2014_05:06:11.027	15.5	16.666666666666668	15.0
17-01-2014_05:06:43.026	15.5	16.666666666666668	15.0
17-01-2014_05:07:15.026	15.5	16.333333333333332	15.0
17-01-2014_05:07:47.026	15.5	16.666666666666668	15.0
17-01-2014_05:08:03.026	15.5	16.666666666666668	15.0
17-01-2014_05:08:19.027	15.5	16.666666666666668	15.0
17-01-2014_05:08:51.026	15.5	16.666666666666668	15.0
17-01-2014_05:09:23.026	15.5	16.666666666666668	15.0
17-01-2014_05:09:55.026	15.5	16.666666666666668	15.0
17-01-2014_05:10:11.026	15.5	16.666666666666668	15.0
17-01-2014_05:10:27.027	15.5	16.666666666666668	15.0
17-01-2014_05:10:59.026	15.5	16.666666666666668	15.0
17-01-2014_05:11:31.025	15.5	16.666666666666668	15.0
17-01-2014_05:12:03.025	15.5	16.666666666666668	15.0
17-01-2014_05:12:19.025	15.5	16.666666666666668	15.0
17-01-2014_05:12:35.027	15.5	16.666666666666668	15.0
17-01-2014_05:13:07.025	15.5	16.666666666666668	15.0
17-01-2014_05:13:39.025	15.5	16.666666666666668	15.0
17-01-2014_05:14:11.025	15.5	16.666666666666668	15.0
17-01-2014_05:14:27.025	15.5	16.666666666666668	15.0
17-01-2014_05:14:43.026	15.5	16.666666666666668	15.0
17-01-2014_05:15:15.025	15.5	16.666666666666668	15.0
17-01-2014_05:15:47.025	15.5	16.666666666666668	15.0
17-01-2014_05:16:19.025	15.5	16.666666666666668	15.0
17-01-2014_05:16:35.025	15.5	16.666666666666668	15.0
17-01-2014_05:16:51.026	15.5	16.666666666666668	15.0
17-01-2014_05:17:23.025	15.5	16.666666666666668	15.0
17-01-2014_05:17:55.025	15.5	16.666666666666668	15.0
17-01-2014_05:18:27.024	15.5	16.666666666666668	15.0
17-01-2014_05:18:43.024	15.5	16.666666666666668	15.0
17-01-2014_05:18:59.026	15.5	16.666666666666668	15.0
17-01-2014_05:19:31.024	15.5	16.666666666666668	15.0
17-01-2014_05:20:03.024	15.5	16.666666666666668	15.0
17-01-2014_05:20:35.024	15.5	16.666666666666668	15.0
17-01-2014_05:20:51.024	15.5	16.666666666666668	15.0
17-01-2014_05:21:07.025	15.5	16.666666666666668	15.0
17-01-2014_05:21:39.024	15.5	16.666666666666668	15.0
17-01-2014_05:22:11.028	15.5	16.666666666666668	15.0
