<Acq date>	TB00001K	TB00002K	TB00003K
15-01-2014_05:49:55.300	15.0	16.333333333333332	14.5
15-01-2014_05:50:27.300	15.0	16.333333333333332	14.5
15-01-2014_05:50:43.300	15.0	16.333333333333332	14.5
15-01-2014_05:50:59.301	15.0	16.333333333333332	14.5
15-01-2014_05:51:31.300	15.0	16.333333333333332	14.5
15-01-2014_05:52:03.300	15.0	16.333333333333332	14.5
15-01-2014_05:52:35.299	15.0	16.333333333333332	14.5
15-01-2014_05:52:51.299	15.0	16.333333333333332	14.5
15-01-2014_05:53:07.301	15.0	16.333333333333332	14.5
15-01-2014_05:53:39.299	15.0	16.333333333333332	14.5
15-01-2014_05:54:11.300	15.0	16.333333333333332	14.5
15-01-2014_05:54:43.299	15.0	16.333333333333332	14.5
15-01-2014_05:54:59.299	15.0	16.333333333333332	14.5
15-01-2014_05:55:15.300	15.0	16.333333333333332	14.5
15-01-2014_05:55:47.299	15.0	16.333333333333332	14.5
15-01-2014_05:56:19.299	15.0	16.333333333333332	14.5
15-01-2014_05:56:51.299	15.0	16.333333333333332	14.5
15-01-2014_05:57:07.299	15.0	16.333333333333332	14.5
15-01-2014_05:57:23.300	15.0	16.333333333333332	14.5
15-01-2014_05:57:55.299	15.0	16.333333333333332	14.5
15-01-2014_05:58:27.299	15.0	16.333333333333332	14.5
15-01-2014_05:58:59.299	15.0	16.333333333333332	14.5
15-01-2014_05:59:15.299	15.0	16.333333333333332	14.5
15-01-2014_05:59:31.300	15.0	16.333333333333332	14.5
15-01-2014_06:00:03.299	15.0	16.333333333333332	14.5
15-01-2014_06:00:35.299	15.0	16.333333333333332	14.5
15-01-2014_06:01:07.299	15.0	16.333333333333332	14.5
15-01-2014_06:01:23.298	15.0	16.333333333333332	14.5
15-01-2014_06:01:39.300	15.0	16.333333333333332	14.5
15-01-2014_06:02:11.302	15.0	16.333333333333332	14.5
15-01-2014_06:02:43.299	15.0	16.333333333333332	14.5
15-01-2014_06:03:15.298	14.5	16.333333333333332	14.5
15-01-2014_06:03:31.299	14.5	16.333333333333332	14.5
15-01-2014_06:03:47.300	14.5	16.333333333333332	14.5
15-01-2014_06:04:19.298	14.5	16.333333333333332	14.5
15-01-2014_06:04:51.298	15.0	16.333333333333332	14.5
15-01-2014_06:05:23.298	14.5	16.333333333333332	14.5
15-01-2014_06:05:39.298	15.0	16.333333333333332	14.5
15-01-2014_06:05:55.299	14.5	16.333333333333332	14.5
15-01-2014_06:06:27.298	14.5	16.333333333333332	14.5
15-01-2014_06:06:59.298	14.5	16.333333333333332	14.5
15-01-2014_06:07:31.298	14.5	16.333333333333332	14.5
15-01-2014_06:07:47.298	14.5	16.333333333333332	14.5
15-01-2014_06:08:03.299	14.5	16.333333333333332	14.5
15-01-2014_06:08:35.298	14.5	16.333333333333332	14.5
15-01-2014_06:09:07.298	14.5	16.333333333333332	14.5
15-01-2014_06:09:39.298	14.5	16.333333333333332	14.5
15-01-2014_06:09:55.298	14.5	16.333333333333332	14.5
15-01-2014_06:10:11.299	14.5	16.333333333333332	14.5
15-01-2014_06:10:43.298	14.5	16.333333333333332	14.5
15-01-2014_06:11:15.298	14.5	16.333333333333332	14.5
15-01-2014_06:11:47.297	14.5	16.333333333333332	14.5
15-01-2014_06:12:03.297	14.5	16.333333333333332	14.5
15-01-2014_06:12:19.299	14.5	16.333333333333332	14.5
15-01-2014_06:12:51.297	14.5	16.333333333333332	14.5
15-01-2014_06:13:23.297	14.5	16.333333333333332	14.5
15-01-2014_06:13:55.297	14.5	16.333333333333332	14.5
15-01-2014_06:14:11.297	14.5	16.333333333333332	14.5
15-01-2014_06:14:27.299	14.5	16.333333333333332	14.5
15-01-2014_06:14:59.297	14.5	16.333333333333332	14.5
15-01-2014_06:15:31.297	14.5	16.333333333333332	14.5
15-01-2014_06:16:03.297	14.5	16.333333333333332	14.5
15-01-2014_06:16:19.297	14.5	16.333333333333332	14.5
15-01-2014_06:16:35.299	14.5	16.333333333333332	14.5
15-01-2014_06:17:07.297	14.5	16.333333333333332	14.5
15-01-2014_06:17:39.297	14.5	16.333333333333332	14.5
15-01-2014_06:18:11.297	14.5	16.333333333333332	14.5
15-01-2014_06:18:27.297	14.5	16.333333333333332	14.5
15-01-2014_06:18:43.298	14.5	16.333333333333332	14.5
15-01-2014_06:19:15.297	14.5	16.333333333333332	14.5
15-01-2014_06:19:47.297	14.5	16.333333333333332	14.5
15-01-2014_06:20:19.298	14.5	16.333333333333332	14.5
15-01-2014_06:20:35.297	14.5	16.333333333333332	14.5
15-01-2014_06:20:51.298	14.5	16.333333333333332	14.0
15-01-2014_06:21:23.297	14.5	16.333333333333332	14.0
15-01-2014_06:21:55.297	14.5	16.333333333333332	14.0
15-01-2014_06:22:27.297	14.5	16.333333333333332	14.0
15-01-2014_06:22:43.297	14.5	16.333333333333332	14.0
15-01-2014_06:22:59.298	14.5	16.333333333333332	14.0
15-01-2014_06:23:31.297	14.5	16.333333333333332	14.0
15-01-2014_06:24:03.297	14.5	16.333333333333332	14.0
15-01-2014_06:24:35.296	14.5	16.333333333333332	14.0
15-01-2014_06:24:51.296	14.5	16.333333333333332	14.0
15-01-2014_06:25:07.298	14.5	16.333333333333332	14.0
15-01-2014_06:25:39.296	14.5	16.333333333333332	14.0
15-01-2014_06:26:11.296	14.5	16.333333333333332	14.0
15-01-2014_06:26:43.296	14.5	16.333333333333332	14.0
15-01-2014_06:26:59.296	14.5	16.333333333333332	14.0
15-01-2014_06:27:15.298	14.5	16.333333333333332	14.0
15-01-2014_06:27:47.296	14.5	16.333333333333332	14.0
15-01-2014_06:28:19.296	14.5	16.333333333333332	14.0
15-01-2014_06:28:51.296	14.5	16.333333333333332	14.0
15-01-2014_06:29:07.296	14.5	16.333333333333332	14.0
15-01-2014_06:29:23.297	14.5	16.333333333333332	14.0
15-01-2014_06:29:55.296	14.5	16.333333333333332	14.0
15-01-2014_06:30:27.296	14.5	16.333333333333332	14.0
15-01-2014_06:30:59.296	14.5	16.333333333333332	14.0
15-01-2014_06:31:15.296	14.5	16.333333333333332	14.0
15-01-2014_06:31:31.297	14.5	16.333333333333332	14.0
15-01-2014_06:32:03.296	14.5	16.333333333333332	14.0
15-01-2014_06:32:35.296	14.5	16.333333333333332	14.0
15-01-2014_06:33:07.296	14.5	16.333333333333332	14.0
15-01-2014_06:33:23.297	14.5	16.333333333333332	14.0
15-01-2014_06:33:39.297	14.5	16.333333333333332	14.0
15-01-2014_06:34:11.296	14.5	16.333333333333332	14.0
15-01-2014_06:34:43.296	14.5	16.333333333333332	14.0
15-01-2014_06:35:15.296	14.5	16.333333333333332	14.0
15-01-2014_06:35:31.296	14.5	16.333333333333332	14.0
15-01-2014_06:35:47.297	14.5	16.333333333333332	14.0
15-01-2014_06:36:19.296	14.5	16.333333333333332	14.0
15-01-2014_06:36:51.296	14.5	16.333333333333332	14.0
15-01-2014_06:37:23.296	14.5	16.333333333333332	14.0
15-01-2014_06:37:39.296	14.5	16.333333333333332	14.0
15-01-2014_06:37:55.297	14.5	16.333333333333332	14.0
15-01-2014_06:38:27.296	14.5	16.333333333333332	14.0
15-01-2014_06:38:59.296	14.5	16.333333333333332	14.0
15-01-2014_06:39:31.296	14.5	16.333333333333332	14.0
15-01-2014_06:39:47.296	14.5	16.0	14.0
15-01-2014_06:40:03.297	14.5	16.0	14.0
15-01-2014_06:40:35.296	14.5	16.333333333333332	14.0
15-01-2014_06:41:07.296	14.5	16.333333333333332	14.0
15-01-2014_06:41:39.296	14.5	16.0	14.0
15-01-2014_06:41:55.296	14.5	16.333333333333332	14.0
15-01-2014_06:42:11.301	14.5	16.333333333333332	14.0
15-01-2014_06:42:43.296	14.5	16.0	14.0
15-01-2014_06:43:15.296	14.5	16.0	14.0
15-01-2014_06:43:47.296	14.5	16.0	14.0
15-01-2014_06:44:03.296	14.5	16.333333333333332	14.0
15-01-2014_06:44:19.297	14.5	16.0	14.0
15-01-2014_06:44:51.295	14.5	16.0	14.0
15-01-2014_06:45:23.295	14.5	16.0	14.0
15-01-2014_06:45:55.295	14.5	16.0	14.0
15-01-2014_06:46:11.295	14.5	16.0	14.0
15-01-2014_06:46:27.297	14.5	16.0	14.0
15-01-2014_06:46:59.296	14.5	16.0	14.0
15-01-2014_06:47:31.295	14.5	16.0	14.0
15-01-2014_06:48:03.295	14.5	16.0	14.0
15-01-2014_06:48:19.295	14.5	16.0	14.0
15-01-2014_06:48:35.297	14.0	16.0	14.0
15-01-2014_06:49:07.295	14.5	16.0	14.0
15-01-2014_06:49:39.295	14.5	16.0	14.0
15-01-2014_06:50:11.295	14.0	16.0	14.0
15-01-2014_06:50:27.295	14.0	16.0	14.0
15-01-2014_06:50:43.297	14.0	16.0	14.0
15-01-2014_06:51:15.295	14.0	16.0	14.0
15-01-2014_06:51:47.295	14.0	16.0	14.0
15-01-2014_06:52:19.295	14.0	16.0	14.0
15-01-2014_06:52:35.295	14.0	16.0	14.0
15-01-2014_06:52:51.296	14.0	16.0	14.0
15-01-2014_06:53:23.295	14.0	16.0	14.0
15-01-2014_06:53:55.295	14.0	16.0	14.0
15-01-2014_06:54:27.295	14.0	16.0	14.0
15-01-2014_06:54:43.295	14.0	16.0	14.0
15-01-2014_06:54:59.297	14.0	16.0	14.0
15-01-2014_06:55:31.295	14.0	16.0	14.0
15-01-2014_06:56:03.295	14.0	16.0	14.0
15-01-2014_06:56:35.295	14.0	16.0	14.0
15-01-2014_06:56:51.295	14.0	16.0	14.0
15-01-2014_06:57:07.296	14.0	16.0	14.0
15-01-2014_06:57:39.295	14.0	16.0	14.0
15-01-2014_06:58:11.295	14.0	16.0	14.0
15-01-2014_06:58:43.295	14.0	16.0	14.0
15-01-2014_06:58:59.295	14.0	16.0	14.0
15-01-2014_06:59:15.296	14.0	16.0	14.0
15-01-2014_06:59:47.295	14.0	16.0	14.0
15-01-2014_07:00:19.296	14.0	16.0	14.0
15-01-2014_07:00:51.295	14.0	16.0	14.0
15-01-2014_07:01:07.295	14.0	16.0	14.0
15-01-2014_07:01:23.296	14.0	16.0	14.0
15-01-2014_07:01:55.295	14.0	16.0	14.0
15-01-2014_07:02:27.295	14.0	16.0	14.0
15-01-2014_07:02:59.295	14.0	16.0	14.0
15-01-2014_07:03:15.295	14.0	16.0	14.0
15-01-2014_07:03:31.296	14.0	16.0	14.0
15-01-2014_07:04:03.295	14.0	16.0	14.0
15-01-2014_07:04:35.295	14.0	16.0	14.0
15-01-2014_07:05:07.295	14.0	16.0	13.666666666666666
15-01-2014_07:05:23.295	14.0	16.0	13.666666666666666
15-01-2014_07:05:39.296	14.0	16.0	13.666666666666666
15-01-2014_07:06:11.295	14.0	16.0	13.666666666666666
15-01-2014_07:06:43.295	14.0	16.0	14.0
15-01-2014_07:07:15.295	14.0	16.0	13.666666666666666
15-01-2014_07:07:31.295	14.0	16.0	13.666666666666666
15-01-2014_07:07:47.296	14.0	16.0	13.666666666666666
15-01-2014_07:08:19.295	14.0	16.0	13.666666666666666
15-01-2014_07:08:51.295	14.0	16.0	13.666666666666666
15-01-2014_07:09:23.295	14.0	16.0	13.666666666666666
15-01-2014_07:09:39.295	14.0	16.0	13.666666666666666
15-01-2014_07:09:55.296	14.0	16.0	13.666666666666666
15-01-2014_07:10:27.295	14.0	16.0	13.666666666666666
15-01-2014_07:10:59.295	14.0	16.0	13.666666666666666
15-01-2014_07:11:31.295	14.0	16.0	13.666666666666666
15-01-2014_07:11:47.295	14.0	16.0	13.666666666666666
15-01-2014_07:12:03.296	14.0	16.0	13.666666666666666
15-01-2014_07:12:35.295	14.0	16.0	13.666666666666666
15-01-2014_07:13:07.295	14.0	16.0	13.666666666666666
15-01-2014_07:13:39.295	14.0	16.0	13.666666666666666
15-01-2014_07:13:55.295	14.0	16.0	13.666666666666666
15-01-2014_07:14:11.296	14.0	16.0	13.666666666666666
15-01-2014_07:14:43.295	14.0	16.0	13.666666666666666
15-01-2014_07:15:15.295	14.0	16.0	13.666666666666666
15-01-2014_07:15:47.295	14.0	16.0	13.666666666666666
15-01-2014_07:16:03.295	14.0	16.0	13.666666666666666
15-01-2014_07:16:19.296	14.0	16.0	13.666666666666666
15-01-2014_07:16:51.295	14.0	16.0	13.666666666666666
15-01-2014_07:17:23.294	14.0	16.0	13.666666666666666
15-01-2014_07:17:55.294	14.0	16.0	13.666666666666666
15-01-2014_07:18:11.294	14.0	16.0	13.666666666666666
15-01-2014_07:18:27.296	14.0	16.0	13.666666666666666
15-01-2014_07:18:59.294	14.0	16.0	13.666666666666666
15-01-2014_07:19:31.294	14.0	16.0	13.666666666666666
15-01-2014_07:20:03.294	14.0	16.0	13.666666666666666
15-01-2014_07:20:19.295	14.0	16.0	13.666666666666666
15-01-2014_07:20:35.296	14.0	16.0	13.666666666666666
15-01-2014_07:21:07.295	14.0	16.0	13.666666666666666
15-01-2014_07:21:39.294	14.0	16.0	13.666666666666666
15-01-2014_07:22:11.298	14.0	16.0	13.666666666666666
15-01-2014_07:22:27.294	14.0	16.0	13.666666666666666
15-01-2014_07:22:43.296	14.0	16.0	13.666666666666666
15-01-2014_07:23:15.294	14.0	16.0	13.666666666666666
15-01-2014_07:23:47.294	14.0	16.0	13.666666666666666
15-01-2014_07:24:19.294	14.0	16.0	13.666666666666666
15-01-2014_07:24:35.294	14.0	16.0	13.666666666666666
15-01-2014_07:24:51.296	14.0	16.0	13.666666666666666
15-01-2014_07:25:23.294	14.0	16.0	13.666666666666666
15-01-2014_07:25:55.294	14.0	16.0	13.666666666666666
15-01-2014_07:26:27.294	14.0	16.0	13.666666666666666
15-01-2014_07:26:43.294	14.0	16.0	13.666666666666666
15-01-2014_07:26:59.296	14.0	16.0	13.666666666666666
15-01-2014_07:27:31.294	14.0	16.0	13.666666666666666
15-01-2014_07:28:03.294	14.0	16.0	13.666666666666666
15-01-2014_07:28:35.294	14.0	16.0	13.666666666666666
15-01-2014_07:28:51.294	14.0	16.0	13.666666666666666
15-01-2014_07:29:07.295	14.0	16.0	13.666666666666666
15-01-2014_07:29:39.294	13.666666666666666	16.0	13.666666666666666
15-01-2014_07:30:11.294	14.0	16.0	13.666666666666666
15-01-2014_07:30:43.294	13.666666666666666	16.0	13.666666666666666
15-01-2014_07:30:59.294	13.666666666666666	16.0	13.666666666666666
15-01-2014_07:31:15.295	13.666666666666666	16.0	13.666666666666666
15-01-2014_07:31:47.294	13.666666666666666	16.0	13.666666666666666
15-01-2014_07:32:19.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:32:51.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:33:07.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:33:23.295	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:33:55.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:34:27.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:34:59.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:35:15.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:35:31.295	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:36:03.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:36:35.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:37:07.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:37:23.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:37:39.295	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:38:11.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:38:43.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:39:15.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:39:31.294	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:39:47.295	13.666666666666666	15.5	13.666666666666666
15-01-2014_07:40:19.295	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:40:51.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:41:23.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:41:39.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:41:55.295	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:42:27.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:42:59.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:43:31.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:43:47.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:44:03.295	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:44:35.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:45:07.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:45:39.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:45:55.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:46:11.295	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:46:43.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:47:15.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:47:47.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:48:03.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:48:19.295	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:48:51.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:49:23.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:49:55.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:50:11.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:50:27.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:50:59.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:51:31.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:52:03.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:52:19.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:52:35.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:53:07.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:53:39.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:54:11.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:54:27.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:54:43.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:55:15.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:55:47.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:56:19.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:56:35.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:56:51.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:57:23.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:57:55.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:58:27.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:58:43.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:58:59.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_07:59:31.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:00:03.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:00:35.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:00:51.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:01:07.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:01:39.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:02:11.297	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:02:43.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:02:59.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:03:15.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:03:47.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:04:19.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:04:51.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:05:07.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:05:23.294	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:05:55.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:06:27.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:06:59.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:07:15.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:07:31.293	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:08:03.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:08:35.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:09:07.292	13.666666666666666	15.5	13.333333333333334
15-01-2014_08:09:23.292	13.666666666666666	15.5	13.666666666666666
15-01-2014_08:09:39.293	13.666666666666666	15.5	13.666666666666666
15-01-2014_08:10:11.292	13.666666666666666	15.5	13.666666666666666
15-01-2014_08:10:43.292	13.666666666666666	15.5	13.666666666666666
15-01-2014_08:11:15.292	14.0	15.5	13.666666666666666
15-01-2014_08:11:31.292	14.0	15.5	13.666666666666666
15-01-2014_08:11:47.293	14.0	15.5	13.666666666666666
15-01-2014_08:12:19.292	14.0	15.5	13.666666666666666
15-01-2014_08:12:51.292	14.0	15.5	13.666666666666666
15-01-2014_08:13:23.292	14.0	15.5	13.666666666666666
15-01-2014_08:13:39.292	14.0	16.0	13.666666666666666
15-01-2014_08:13:55.293	14.0	16.0	13.666666666666666
15-01-2014_08:14:27.291	14.0	16.0	14.0
15-01-2014_08:14:59.292	14.0	16.0	14.0
15-01-2014_08:15:31.291	14.0	16.0	14.0
15-01-2014_08:15:47.291	14.0	16.0	14.0
15-01-2014_08:16:03.293	14.5	16.0	14.0
15-01-2014_08:16:35.291	14.5	16.0	14.0
15-01-2014_08:17:07.291	14.5	16.0	14.0
15-01-2014_08:17:39.291	14.5	16.0	14.0
15-01-2014_08:17:55.292	14.5	16.0	14.0
15-01-2014_08:18:11.292	14.5	16.333333333333332	14.0
15-01-2014_08:18:43.291	14.5	16.333333333333332	14.5
15-01-2014_08:19:15.291	14.5	16.333333333333332	14.5
15-01-2014_08:19:47.291	14.5	16.333333333333332	14.5
15-01-2014_08:20:03.291	15.0	16.333333333333332	14.5
15-01-2014_08:20:19.293	15.0	16.333333333333332	14.5
15-01-2014_08:20:51.291	15.0	16.333333333333332	14.5
15-01-2014_08:21:23.291	15.0	16.333333333333332	14.5
15-01-2014_08:21:55.291	15.0	16.333333333333332	14.5
15-01-2014_08:22:11.295	15.0	16.333333333333332	14.5
15-01-2014_08:22:27.292	15.0	16.333333333333332	15.0
15-01-2014_08:22:59.291	15.0	16.333333333333332	15.0
15-01-2014_08:23:31.291	15.0	16.333333333333332	15.0
15-01-2014_08:24:03.290	15.0	16.333333333333332	15.0
15-01-2014_08:24:19.290	15.0	16.666666666666668	15.0
15-01-2014_08:24:35.292	15.0	16.666666666666668	15.0
15-01-2014_08:25:07.290	15.5	16.666666666666668	15.0
15-01-2014_08:25:39.290	15.5	16.666666666666668	15.0
15-01-2014_08:26:11.290	15.5	16.666666666666668	15.0
15-01-2014_08:26:27.290	15.5	16.666666666666668	15.0
15-01-2014_08:26:43.292	15.5	16.666666666666668	15.0
15-01-2014_08:27:15.290	15.5	16.666666666666668	15.0
15-01-2014_08:27:47.290	15.5	16.666666666666668	15.5
15-01-2014_08:28:19.290	15.5	16.666666666666668	15.5
15-01-2014_08:28:35.290	15.5	16.666666666666668	15.5
15-01-2014_08:28:51.291	15.5	16.666666666666668	15.5
15-01-2014_08:29:23.290	15.5	16.666666666666668	15.5
15-01-2014_08:29:55.290	15.5	16.666666666666668	15.5
15-01-2014_08:30:27.290	16.0	16.666666666666668	15.5
15-01-2014_08:30:43.290	15.5	16.666666666666668	15.5
15-01-2014_08:30:59.291	15.5	16.666666666666668	15.5
15-01-2014_08:31:31.290	15.5	16.666666666666668	15.5
15-01-2014_08:32:03.289	15.5	16.666666666666668	15.5
15-01-2014_08:32:35.289	16.0	16.666666666666668	15.5
15-01-2014_08:32:51.289	15.5	16.666666666666668	15.5
15-01-2014_08:33:07.291	15.5	16.666666666666668	15.5
15-01-2014_08:33:39.289	15.5	16.666666666666668	15.5
15-01-2014_08:34:11.289	15.5	16.666666666666668	15.5
15-01-2014_08:34:43.289	15.5	16.666666666666668	15.5
15-01-2014_08:34:59.289	15.5	16.666666666666668	15.5
15-01-2014_08:35:15.290	15.5	16.666666666666668	15.5
15-01-2014_08:35:47.289	15.5	16.666666666666668	15.5
15-01-2014_08:36:19.289	15.5	16.666666666666668	15.5
15-01-2014_08:36:51.289	15.5	16.666666666666668	15.5
15-01-2014_08:37:07.289	15.5	16.666666666666668	15.5
15-01-2014_08:37:23.290	15.5	16.666666666666668	15.5
15-01-2014_08:37:55.289	15.5	16.666666666666668	15.5
15-01-2014_08:38:27.289	15.5	16.666666666666668	15.5
15-01-2014_08:38:59.288	15.5	16.666666666666668	15.5
15-01-2014_08:39:15.288	15.5	16.666666666666668	15.5
15-01-2014_08:39:31.290	15.5	16.666666666666668	15.5
15-01-2014_08:40:03.288	15.5	16.666666666666668	15.5
15-01-2014_08:40:35.288	15.5	16.666666666666668	15.5
15-01-2014_08:41:07.288	15.5	16.666666666666668	15.5
15-01-2014_08:41:23.288	15.5	16.666666666666668	15.5
15-01-2014_08:41:39.289	15.5	16.666666666666668	15.5
15-01-2014_08:42:11.292	15.5	16.666666666666668	15.5
15-01-2014_08:42:43.288	15.5	16.666666666666668	15.0
15-01-2014_08:43:15.288	15.5	16.666666666666668	15.5
15-01-2014_08:43:31.288	15.5	16.666666666666668	15.0
15-01-2014_08:43:47.289	15.5	16.666666666666668	15.0
15-01-2014_08:44:19.288	15.5	16.666666666666668	15.0
15-01-2014_08:44:51.288	15.5	16.666666666666668	15.0
15-01-2014_08:45:23.288	15.5	16.666666666666668	15.0
15-01-2014_08:45:39.287	15.5	16.666666666666668	15.0
15-01-2014_08:45:55.289	15.5	16.666666666666668	15.0
15-01-2014_08:46:27.287	15.5	16.666666666666668	15.0
15-01-2014_08:46:59.287	15.5	16.666666666666668	15.0
15-01-2014_08:47:31.287	15.5	16.666666666666668	15.0
15-01-2014_08:47:47.287	15.5	16.666666666666668	15.0
15-01-2014_08:48:03.288	15.5	16.666666666666668	15.0
15-01-2014_08:48:35.287	15.5	16.666666666666668	15.0
15-01-2014_08:49:07.287	15.5	16.666666666666668	15.0
15-01-2014_08:49:39.287	15.5	16.666666666666668	15.0
15-01-2014_08:49:55.287	15.5	16.333333333333332	15.0
15-01-2014_08:50:11.288	15.5	16.666666666666668	15.0
15-01-2014_08:50:43.287	15.5	16.666666666666668	15.0
15-01-2014_08:51:15.287	15.5	16.333333333333332	15.0
15-01-2014_08:51:47.286	15.5	16.333333333333332	15.0
15-01-2014_08:52:03.286	15.5	16.333333333333332	15.0
15-01-2014_08:52:19.288	15.5	16.333333333333332	15.0
15-01-2014_08:52:51.286	15.5	16.333333333333332	15.0
15-01-2014_08:53:23.287	15.5	16.333333333333332	15.0
15-01-2014_08:53:55.286	15.5	16.333333333333332	15.0
15-01-2014_08:54:11.286	15.5	16.333333333333332	15.0
15-01-2014_08:54:27.287	15.5	16.333333333333332	15.0
15-01-2014_08:54:59.286	15.5	16.333333333333332	15.0
15-01-2014_08:55:31.286	15.5	16.333333333333332	15.0
15-01-2014_08:56:03.286	15.5	16.333333333333332	15.0
15-01-2014_08:56:19.286	15.5	16.333333333333332	15.0
15-01-2014_08:56:35.287	15.5	16.333333333333332	15.0
15-01-2014_08:57:07.286	15.5	16.333333333333332	15.0
15-01-2014_08:57:39.286	15.5	16.333333333333332	15.0
15-01-2014_08:58:11.285	15.5	16.333333333333332	15.0
15-01-2014_08:58:27.285	15.5	16.333333333333332	15.0
15-01-2014_08:58:43.287	15.5	16.333333333333332	15.0
15-01-2014_08:59:15.285	15.5	16.333333333333332	15.0
15-01-2014_08:59:47.285	15.5	16.333333333333332	15.0
